list,n_ts,n_serie,ref,sim
1,6,1,-6.8667067711354345e-09,8.150480374375099e-09
1,6,1,-6.965549828334111e-09,8.37862797255476e-09
1,6,1,-6.938995488827051e-09,8.607304266840301e-09
1,6,1,-7.008726852658198e-09,8.836357655948331e-09
1,6,1,-7.126629768239723e-09,9.065635311350732e-09
1,6,1,-7.154497917375761e-09,9.294983247480936e-09
1,6,1,-7.054913766525129e-09,9.524246393015256e-09
1,6,1,-6.958951378368806e-09,9.753268663200034e-09
1,6,1,-6.890066024301446e-09,9.981893033194639e-09
1,6,1,-6.8128731774693674e-09,1.020996161239961e-08
1,6,1,-6.769815522292601e-09,1.0437315719738522e-08
1,6,1,-6.7418474597578595e-09,1.0663795959861421e-08
1,6,1,-6.729492173463018e-09,1.0889242300236992e-08
1,6,1,-6.684648420167036e-09,1.1113494149099911e-08
1,6,1,-6.6010016094988065e-09,1.133639043421918e-08
1,6,1,-6.546662739539615e-09,1.155776968245255e-08
1,6,1,-6.552036192706475e-09,1.1777470100051505e-08
1,6,1,-6.5490995009996865e-09,1.1995329653680622e-08
1,6,1,-6.54501667541013e-09,1.2211186152114517e-08
1,6,1,-6.5527085606391794e-09,1.2424877328574945e-08
1,6,1,-6.582522020067527e-09,1.2636240923670075e-08
1,6,1,-6.583282168932791e-09,1.2845114768897311e-08
1,6,1,-6.479019949880279e-09,1.305133687067054e-08
1,6,1,-6.34411709148985e-09,1.3254745494832069e-08
1,6,1,-6.2130312161575745e-09,1.3455179251609034e-08
1,6,1,-5.990345041014366e-09,1.3652477180973526e-08
1,6,1,-5.731382264105595e-09,1.3846478838365177e-08
1,6,1,-5.593601923067581e-09,1.4037024380734469e-08
1,6,1,-5.4818707936278035e-09,1.4223954652864614e-08
1,6,1,-5.286716838044859e-09,1.4407111273929314e-08
1,6,1,-5.0741936650505795e-09,1.4586336724243394e-08
1,6,1,-4.931728875514022e-09,1.4761474432162823e-08
1,6,1,-4.725144022776373e-09,1.4932368861090315e-08
1,6,1,-4.530498620931909e-09,1.509886559654225e-08
1,6,1,-4.452774837376091e-09,1.526081143323243e-08
1,6,1,-4.21204749710733e-09,1.5418054462127776e-08
1,6,1,-3.879523860064546e-09,1.5570444157430816e-08
1,6,1,-3.519119336880765e-09,1.571783146344351e-08
1,6,1,-3.0763521376583212e-09,1.5860068881266733e-08
1,6,1,-2.73232396723913e-09,1.59970105552895e-08
1,6,1,-2.4503608864323446e-09,1.6128512359421777e-08
1,6,1,-2.085320236321696e-09,1.6254431983024586e-08
1,6,1,-1.6830866872830303e-09,1.6374629016490914e-08
1,6,1,-1.2535539191238523e-09,1.6488965036430816e-08
1,6,1,-8.572715837667737e-10,1.659730369041397e-08
1,6,1,-5.942880479631097e-10,1.6699510781222904e-08
1,6,1,-3.804202499586047e-10,1.6795454350569945e-08
1,6,1,-1.0817970810198945e-10,1.6885004762231053e-08
1,6,1,2.4345939090235197e-10,1.6968034784549538e-08
1,6,1,5.774931441157436e-10,1.7044419672262755e-08
1,6,1,8.62839445995833e-10,1.711403724760489e-08
1,6,1,1.142665627509594e-09,1.7176767980639025e-08
1,6,1,1.4966866648273054e-09,1.723249506877168e-08
1,6,1,1.8827255294576387e-09,1.728110451540329e-08
1,6,1,2.210861613315504e-09,1.7322485207668044e-08
1,6,1,2.5177298628234408e-09,1.735652899321681e-08
1,6,1,2.8011563128271406e-09,1.738313075599699e-08
1,6,1,3.115121453675105e-09,1.7402188490983365e-08
1,6,1,3.4895381314428843e-09,1.7413603377814313e-08
1,6,1,3.791853335216587e-09,1.7417279853287898e-08
1,6,1,4.102283684917897e-09,1.741312568267279e-08
1,6,1,4.468739489260246e-09,1.740105202978918e-08
1,6,1,4.778163778890777e-09,1.7380973525815237e-08
1,6,1,5.072968861636179e-09,1.735280833677503e-08
1,6,1,5.335446107175524e-09,1.7316478229664256e-08
1,6,1,5.581546249782456e-09,1.727190863717046e-08
1,6,1,5.793800134873567e-09,1.7219028720944982e-08
1,6,1,5.991463584479937e-09,1.7157771433384252e-08
1,6,1,6.351967485743269e-09,1.708807357787863e-08
1,6,1,6.766712309110481e-09,1.700987586748743e-08
1,6,1,7.021258719397749e-09,1.692312298199939e-08
1,6,1,7.242893019974969e-09,1.6827763623338366e-08
1,6,1,7.421321515829919e-09,1.672375056927467e-08
1,6,1,7.424030534294177e-09,1.6611040725403048e-08
1,6,1,7.402073497911341e-09,1.6489595175349003e-08
1,6,1,7.346013137637801e-09,1.6359379229165733e-08
1,6,1,7.1618452069936915e-09,1.6220362469884773e-08
1,6,1,6.767079308794349e-09,1.6072518798184044e-08
1,6,1,6.305968573801641e-09,1.5915826475137794e-08
1,6,1,5.817849902319871e-09,1.5750268163013676e-08
1,6,1,5.1360535745876e-09,1.557583096408298e-08
1,6,1,4.4170642143467245e-09,1.5392506457410833e-08
1,6,1,3.6808649238793282e-09,1.520029073359402e-08
1,6,1,2.7541781129395478e-09,1.4999184427414926e-08
1,6,1,1.7171312354109583e-09,1.4789192748380963e-08
1,6,1,7.514866953703076e-10,1.457032550911971e-08
1,6,1,-1.8628756151648143e-10,1.4342597151600938e-08
1,6,1,-1.224494932730238e-09,1.4106026771157598e-08
1,6,1,-2.300746147560412e-09,1.3860638138278795e-08
1,6,1,-3.4330877380565557e-09,1.3606459718148747e-08
1,6,1,-4.610323285493473e-09,1.334352468790667e-08
1,6,1,-5.682842582998444e-09,1.3071870951603613e-08
1,6,1,-6.759916339217004e-09,1.2791541152833184e-08
1,6,1,-7.919716272418218e-09,1.2502582685014247e-08
1,6,1,-9.07182560426858e-09,1.2205047699304574e-08
1,6,1,-1.0291331972197428e-08,1.1898993110125715e-08
1,6,1,-1.1679840430852518e-08,1.158448059828021e-08
1,6,1,-1.3227601604359974e-08,1.1261576611643514e-08
1,6,1,-1.5021009365835177e-08,1.093035236341408e-08
1,6,1,-1.6881994897791734e-08,1.0590883827906135e-08
1,6,1,-1.8734859864908833e-08,1.024325173387087e-08
1,6,1,-2.070945261110048e-08,9.887541555332899e-09
1,6,1,-2.2816841541122522e-08,9.52384349993005e-09
1,6,1,-2.495971818552714e-08,9.152252494745629e-09
1,6,1,-2.7102227951626888e-08,8.772868169623615e-09
1,6,1,-2.950371023177428e-08,8.385794837958373e-09
1,6,1,-3.2047270268263126e-08,7.991141474951706e-09
1,6,1,-3.4511795915968885e-08,7.589021693331296e-09
1,6,1,-3.700773876383439e-08,7.1795537165258085e-09
1,6,1,-3.965696148666866e-08,6.762860349293209e-09
1,6,1,-4.237539424800705e-08,6.339068945800061e-09
1,6,1,-4.5105656201533904e-08,5.908311375150876e-09
1,6,1,-4.79592785053146e-08,5.470723984367812e-09
1,6,1,-5.084647185163549e-08,5.026447558822351e-09
1,6,1,-5.368872576166946e-08,4.575627280121853e-09
1,6,1,-5.6612834712779845e-08,4.118412681455147e-09
1,6,1,-5.967434026467012e-08,3.654957600402692e-09
1,6,1,-6.280053987226652e-08,3.185420129218085e-09
1,6,1,-6.605719625236722e-08,2.70996256258904e-09
1,6,1,-6.953096790794212e-08,2.2287513428872768e-09
1,6,1,-7.299223411604126e-08,1.7419570029180818e-09
1,6,1,-7.640520478479209e-08,1.249754106181628e-09
1,6,1,-7.988527177651557e-08,7.523211846594786e-10
1,6,1,-8.347453069305386e-08,2.4984067414103114e-10
1,6,1,-8.716257132076791e-08,-2.5750115289399937e-10
1,6,1,-9.096044058011032e-08,-7.695142568196232e-10
1,6,1,-9.49882953820919e-08,-1.2860049028153647e-09
1,6,1,-9.905713222373673e-08,-1.8067757352056745e-09
1,6,1,-1.0319326566071053e-07,-2.3316258541654992e-09
1,6,1,-1.0764987998033724e-07,-2.8603508947691975e-09
1,6,1,-1.1229223661734385e-07,-3.3927431083586503e-09
1,6,1,-1.1701424903981335e-07,-3.928591446205069e-09
1,6,1,-1.218946286469037e-07,-4.4676816454376615e-09
1,6,1,-1.269830625202429e-07,-5.0097963172109885e-09
1,6,1,-1.3221948359224785e-07,-5.554715037081488e-09
1,6,1,-1.3747640403778626e-07,-6.102214437562344e-09
1,6,1,-1.4279215028495677e-07,-6.652068302824501e-09
1,6,1,-1.4822760318741084e-07,-7.204047665510362e-09
1,6,1,-1.5375719658522498e-07,-7.757920905625343e-09
1,6,1,-1.593978206251387e-07,-8.313453851471152e-09
1,6,1,-1.6507375295865848e-07,-8.870409882583389e-09
1,6,1,-1.7079559361026495e-07,-9.42855003463472e-09
1,6,1,-1.765346838815935e-07,-9.987633106263627e-09
1,6,1,-1.822467701824651e-07,-1.0547415767787425e-08
1,6,1,-1.8807733518175198e-07,-1.1107652671757003e-08
1,6,1,-1.9399671562626065e-07,-1.1668096565309438e-08
1,6,1,-1.9990236211489939e-07,-1.2228498404273432e-08
1,6,1,-2.057650558115756e-07,-1.2788607468981245e-08
1,6,1,-2.117320564760009e-07,-1.3348171481739596e-08
1,6,1,-2.1774351952061035e-07,-1.3906936725910782e-08
1,6,1,-2.2361300348523946e-07,-1.4464648166554095e-08
1,6,1,-2.293965098691684e-07,-1.5021049572576374e-08
1,6,1,-2.3512440468851337e-07,-1.5575883640339434e-08
1,6,1,-2.407566102682103e-07,-1.612889211867093e-08
1,6,1,-2.4632237480699786e-07,-1.6679815935224094e-08
1,6,1,-2.517388086241979e-07,-1.7228395324130644e-08
1,6,1,-2.570735090918869e-07,-1.7774369954890132e-08
1,6,1,-2.623489027619383e-07,-1.8317479062437844e-08
1,6,1,-2.67549600468572e-07,-1.8857461578332404e-08
1,6,1,-2.727710982290784e-07,-1.939405626300312e-08
1,6,1,-2.7793114864942284e-07,-1.9927001838996184e-08
1,6,1,-2.83141368819832e-07,-2.045603712515778e-08
1,6,1,-2.884219486615912e-07,-2.0980901171691278e-08
1,6,1,-2.936756372532235e-07,-2.1501333396024668e-08
1,6,1,-2.989392513038989e-07,-2.2017073719423577e-08
1,6,1,-3.0413918293320285e-07,-2.2527862704284282e-08
1,6,1,-3.092489241271841e-07,-2.303344169204029e-08
1,6,1,-3.143743915942974e-07,-2.353355294161523e-08
1,6,1,-3.194795144681976e-07,-2.402793976835408e-08
1,6,1,-3.245028080809655e-07,-2.451634668336386e-08
1,6,1,-3.294020534105606e-07,-2.4998519533194356e-08
1,6,1,-3.342127188432914e-07,-2.5474205639788615e-08
1,6,1,-3.389821677571553e-07,-2.59431539406324e-08
1,6,1,-3.437133838603463e-07,-2.6405115129031034e-08
1,6,1,-3.48326800957828e-07,-2.685984179444168e-08
1,6,1,-3.527440781056167e-07,-2.730708856278828e-08
1,6,1,-3.570777085923405e-07,-2.774661223668614e-08
1,6,1,-3.613194155184913e-07,-2.8178171935502442e-08
1,6,1,-3.654902811515132e-07,-2.8601529235178667e-08
1,6,1,-3.696231810562472e-07,-2.901644830774044e-08
1,6,1,-3.737001091252713e-07,-2.942269606041998e-08
1,6,1,-3.777008212409948e-07,-2.982004227431598e-08
1,6,1,-3.81536579819759e-07,-3.02082597425155e-08
1,6,1,-3.851856510788321e-07,-3.058712440760223e-08
1,6,1,-3.88696484622101e-07,-3.095641549847514e-08
1,6,1,-3.921994679788299e-07,-3.131591566640164e-08
1,6,1,-3.9565141027610644e-07,-3.1665411120228996e-08
1,6,1,-3.989936749151794e-07,-3.20046917606778e-08
1,6,1,-4.022508254539927e-07,-3.2333551313641295e-08
1,6,1,-4.054483927574859e-07,-3.265178746241432e-08
1,6,1,-4.0846737638036323e-07,-3.295920197877565e-08
1,6,1,-4.1124869225584747e-07,-3.325560085284778e-08
1,6,1,-4.136824679672396e-07,-3.3540794421658086e-08
1,6,1,-4.158385479044102e-07,-3.381459749632586e-08
1,6,1,-4.177118557048151e-07,-3.407682948779949e-08
1,6,1,-4.193143938068857e-07,-3.432731453106878e-08
1,6,1,-4.207225136027676e-07,-3.456588160777748e-08
1,6,1,-4.218529557013331e-07,-3.479236466716145e-08
1,6,1,-4.227911332218893e-07,-3.500660274523855e-08
1,6,1,-4.234989160057319e-07,-3.52084400821764e-08
1,6,1,-4.23973780906422e-07,-3.539772623776515e-08
1,6,1,-4.241746194857018e-07,-3.557431620492248e-08
1,6,1,-4.240508521246886e-07,-3.573807052115899e-08
1,6,1,-4.2358973974663773e-07,-3.5888855377932576e-08
1,6,1,-4.22930955509091e-07,-3.6026542727821175e-08
1,6,1,-4.221000735114123e-07,-3.6151010389443925e-08
1,6,1,-4.21131600565699e-07,-3.6262142150061564e-08
1,6,1,-4.2004821569972713e-07,-3.6359827865787716e-08
1,6,1,-4.1874690086326717e-07,-3.644396355934357e-08
1,6,1,-4.172635606061804e-07,-3.65144515152893e-08
1,6,1,-4.156946921386194e-07,-3.657120037266649e-08
1,6,1,-4.140405048774983e-07,-3.661412521498698e-08
1,6,1,-4.122183091291869e-07,-3.66431476575042e-08
1,6,1,-4.1023997256600965e-07,-3.665819593170454e-08
1,6,1,-4.081577440281273e-07,-3.665920496695699e-08
1,6,1,-4.060277977398843e-07,-3.6646116469260686e-08
1,6,1,-4.0374957781377626e-07,-3.6618878997031033e-08
1,6,1,-4.013423643329544e-07,-3.657744803386623e-08
1,6,1,-3.989142610302776e-07,-3.65217860582374e-08
1,6,1,-3.963738969389762e-07,-3.645186261004659e-08
1,6,1,-3.936902347979103e-07,-3.636765435399843e-08
1,6,1,-3.908872972108867e-07,-3.626914513973231e-08
1,6,1,-3.879359729238949e-07,-3.615632605866353e-08
1,6,1,-3.848433461924624e-07,-3.602919549748312e-08
1,6,1,-3.816493627181408e-07,-3.588775918826747e-08
1,6,1,-3.7838329004644573e-07,-3.5732030255150406e-08
1,6,1,-3.750371951603238e-07,-3.556202925751181e-08
1,6,1,-3.7155603204521603e-07,-3.5377784229638306e-08
1,6,1,-3.679572360700153e-07,-3.517933071681319e-08
1,6,1,-3.6431852905554745e-07,-3.4966711807794274e-08
1,6,1,-3.60577470575341e-07,-3.473997816363983e-08
1,6,1,-3.566898703309039e-07,-3.4499188042844565e-08
1,6,1,-3.5285988906134654e-07,-3.4244407322749086e-08
1,6,1,-3.490359939590814e-07,-3.3975709517187984e-08
1,6,1,-3.45047044968812e-07,-3.369317579034334e-08
1,6,1,-3.411409765766988e-07,-3.339689496677217e-08
1,6,1,-3.3719900734348655e-07,-3.308696353757805e-08
1,6,1,-3.33071406405692e-07,-3.2763485662698785e-08
1,6,1,-3.287827228263706e-07,-3.24265731692839e-08
1,6,1,-3.2433965262670815e-07,-3.207634554613743e-08
1,6,1,-3.198978244139366e-07,-3.171292993420322e-08
1,6,1,-3.153837292167207e-07,-3.133646111307177e-08
1,6,1,-3.109009337538472e-07,-3.094708148348968e-08
1,6,1,-3.0628257984214054e-07,-3.0544941045854166e-08
1,6,1,-3.014877085541755e-07,-3.013019737467749e-08
1,6,1,-2.9675300436620066e-07,-2.9703015589007517e-08
1,6,1,-2.92010774186427e-07,-2.9263568318792848e-08
1,6,1,-2.8717504549882525e-07,-2.8812035667182797e-08
1,6,1,-2.822933463646369e-07,-2.8348605168754196e-08
1,6,1,-2.773196776849151e-07,-2.787347174365919e-08
1,6,1,-2.722564975557892e-07,-2.738683764768997e-08
1,6,1,-2.673045099145863e-07,-2.6888912418258386e-08
1,6,1,-2.622084705915405e-07,-2.637991281629035e-08
1,6,1,-2.569435587246945e-07,-2.5860062764036806e-08
1,6,1,-2.517035482237712e-07,-2.5329593278805218e-08
1,6,1,-2.464095402601736e-07,-2.4788742402617307e-08
1,6,1,-2.411437097403332e-07,-2.4237755127800963e-08
1,6,1,-2.359321270318776e-07,-2.3676883318526045e-08
1,6,1,-2.3078657152328546e-07,-2.3106385628296058e-08
1,6,1,-2.2570955789113362e-07,-2.2526527413409506e-08
1,6,1,-2.2072169936245625e-07,-2.193758064240687e-08
1,6,1,-2.1592169525136187e-07,-2.1339823801521226e-08
1,6,1,-2.1133766832399145e-07,-2.073354179615243e-08
1,6,1,-2.0691701537002505e-07,-2.0119025848387066e-08
1,6,1,-2.0258347289163373e-07,-1.949657339058825e-08
1,6,1,-1.9836609055501739e-07,-1.8866487955081533e-08
1,6,1,-1.943394308954536e-07,-1.8229079059965267e-08
1,6,1,-1.904551801692359e-07,-1.7584662091075712e-08
1,6,1,-1.86566771812388e-07,-1.6933558180139575e-08
1,6,1,-1.826982200915393e-07,-1.627609407914842e-08
1,6,1,-1.7887324710253242e-07,-1.561260203099174e-08
1,6,1,-1.751359377786183e-07,-1.4943419636387485e-08
1,6,1,-1.714558299845424e-07,-1.4268889717150983e-08
1,6,1,-1.6778971677074405e-07,-1.3589360175845293e-08
1,6,1,-1.6408688157083085e-07,-1.2905183851858167e-08
1,6,1,-1.6039374065095364e-07,-1.22167183739529e-08
1,6,1,-1.5665246122125646e-07,-1.1524326009342475e-08
1,6,1,-1.5288123247441918e-07,-1.0828373509338559e-08
1,6,1,-1.490468242072876e-07,-1.0129231951628968e-08
1,6,1,-1.451270850498592e-07,-9.427276579239379e-09
1,6,1,-1.4119996649966985e-07,-8.722886636237218e-09
1,6,1,-1.3716985492645857e-07,-8.016445200237689e-09
1,6,1,-1.3301764960631196e-07,-7.308339011774066e-09
1,6,1,-1.2867528146632482e-07,-6.598958300596482e-09
1,6,1,-1.2423510632619878e-07,-5.888696608965518e-09
1,6,1,-1.1983113153510638e-07,-5.17795061200901e-09
1,6,1,-1.154981403417115e-07,-4.46711993521255e-09
1,6,1,-1.1117525647891725e-07,-3.756606969116233e-09
1,6,1,-1.067688328325103e-07,-3.046816681292289e-09
1,6,1,-1.0239025586005619e-07,-2.3381564256802256e-09
1,6,1,-9.81515343904241e-08,-1.6310357493581904e-09
1,6,1,-9.391901450502343e-08,-9.258661968312337e-10
1,6,1,-8.971344648523278e-08,-2.2306111191917866e-10
1,6,1,-8.567132589675444e-08,4.769645626712489e-10
1,6,1,-8.164493054829447e-08,1.1737944880034078e-09
1,6,1,-7.767170803023212e-08,1.8670111337083036e-09
1,6,1,-7.394958560744248e-08,2.5561959848322826e-09
1,6,1,-7.044455868774814e-08,3.240929750642532e-09
1,6,1,-6.705955692375302e-08,3.9207925752962296e-09
1,6,1,-6.380162620006097e-08,4.595364250277354e-09
1,6,1,-6.066489574333979e-08,5.264224428503412e-09
1,6,1,-5.758197312861866e-08,5.926952840002565e-09
1,6,1,-5.463211187574125e-08,6.583129509059955e-09
1,6,1,-5.1934091762469836e-08,7.232334972730361e-09
1,6,1,-4.93588278985136e-08,7.874150500612674e-09
1,6,1,-4.679511962437007e-08,8.50815831578013e-09
1,6,1,-4.433265275491133e-08,9.133941816758667e-09
1,6,1,-4.200662085603178e-08,9.75108580044434e-09
1,6,1,-3.9812414220981644e-08,1.0359176685849233e-08
1,6,1,-3.7707017203640495e-08,1.0957802738563979e-08
1,6,1,-3.5654187448402546e-08,1.1546554295823639e-08
1,6,1,-3.3643814583276026e-08,1.2125023992062438e-08
1,6,1,-3.1680641780220384e-08,1.2692806984841662e-08
1,6,1,-2.994029556756273e-08,1.3249501181033805e-08
1,6,1,-2.8419579537461897e-08,1.3794707463145069e-08
1,6,1,-2.689614703488001e-08,1.4328029915657233e-08
1,6,1,-2.5431249248840785e-08,1.4849076051268954e-08
1,6,1,-2.4138803368129256e-08,1.5357457036915724e-08
1,6,1,-2.2959546549459327e-08,1.5852787919446857e-08
1,6,1,-2.176818586980732e-08,1.633468785083715e-08
1,6,1,-2.0651843268033072e-08,1.6802780312810198e-08
1,6,1,-1.9689028314423293e-08,1.7256693340749763e-08
1,6,1,-1.9015444217558253e-08,1.7696059746775068e-08
1,6,1,-1.8543013102546173e-08,1.812051734185546e-08
1,6,1,-1.8160434709292795e-08,1.852970915683952e-08
1,6,1,-1.7926428358948087e-08,1.8923283662273463e-08
1,6,1,-1.7780026260844676e-08,1.930089498688342e-08
1,6,1,-1.7744187070903113e-08,1.9662203134596122e-08
1,6,1,-1.7916159436949285e-08,2.0006874199972496e-08
1,6,1,-1.8250713284357183e-08,2.0334580581928673e-08
1,6,1,-1.874725191462115e-08,2.0645001195619143e-08
1,6,1,-1.9392785398090065e-08,2.0937821682356935e-08
1,6,1,-2.0029927470248454e-08,2.121273461744605e-08
1,6,1,-2.0675219955995357e-08,2.1469439715801798e-08
1,6,1,-2.141187099041218e-08,2.1707644035235125e-08
1,6,1,-2.215933910613132e-08,2.192706217727759e-08
1,6,1,-2.28656796209338e-08,2.212741648542433e-08
1,6,1,-2.3649414746797532e-08,2.23084372406731e-08
1,6,1,-2.4486520710268244e-08,2.246986285423823e-08
1,6,1,-2.5320691474675013e-08,2.261144005731929e-08
1,6,1,-2.63481440842079e-08,2.2732924087805227e-08
1,6,1,-2.7520062394029927e-08,2.283407887379587e-08
1,6,1,-2.8814163564155956e-08,2.291467721382367e-08
1,6,1,-3.02955325820791e-08,2.297450095365999e-08
1,6,1,-3.206518443393606e-08,2.301334115959134e-08
1,6,1,-3.423132130843388e-08,2.303099828805251e-08
1,6,1,-3.668680725303141e-08,2.3027282351504977e-08
1,6,1,-3.936771567450814e-08,2.3002013080450224e-08
1,6,1,-4.230109563932985e-08,2.295502008146972e-08
1,6,1,-4.5362548054878334e-08,2.2886142991184385e-08
1,6,1,-4.856667658757695e-08,2.279523162602857e-08
1,6,1,-5.2120158935792375e-08,2.2682146127735054e-08
1,6,1,-5.5893632509079255e-08,2.254675710442962e-08
1,6,1,-5.982921972661963e-08,2.238894576723551e-08
1,6,1,-6.399596174630419e-08,2.2208604062290274e-08
1,6,1,-6.820773845284226e-08,2.2005634798079192e-08
1,6,1,-7.248552109609573e-08,2.177995176799196e-08
1,6,1,-7.691571271658185e-08,2.1531479868011078e-08
1,6,1,-8.131434040639367e-08,2.1260155209442806e-08
1,6,1,-8.572953630718932e-08,2.0965925226603703e-08
1,6,1,-9.029666868890057e-08,2.0648748779377925e-08
1,6,1,-9.490181164920135e-08,2.0308596250563007e-08
1,6,1,-9.944951386385873e-08,1.9945449637923937e-08
1,6,1,-1.0407382837899045e-07,1.9559302640877913e-08
1,6,1,-1.088124805024729e-07,1.915016074173448e-08
1,6,1,-1.1366500956922117e-07,1.8718041281418252e-08
1,6,1,-1.186103895341648e-07,1.8262973529603814e-08
1,6,1,-1.2354070816239666e-07,1.7784998749195096e-08
1,6,1,-1.284430345504991e-07,1.7284170255083783e-08
1,6,1,-1.3328718417894884e-07,1.6760553467124082e-08
1,6,1,-1.379902995650718e-07,1.6214225957263662e-08
1,6,1,-1.42619348549723e-07,1.5645277490773167e-08
1,6,1,-1.4715891026648336e-07,1.5053810061519347e-08
1,6,1,-1.5158593298424798e-07,1.4439937921229457e-08
1,6,1,-1.559518465919005e-07,1.3803787602697235e-08
1,6,1,-1.6019312241154528e-07,1.3145497936883384e-08
1,6,1,-1.6434489026974665e-07,1.2465220063866215e-08
1,6,1,-1.684724314798303e-07,1.1763117437600718e-08
1,6,1,-1.7247892231471507e-07,1.1039365824447053e-08
1,6,1,-1.764111602687589e-07,1.0294153295432148e-08
1,6,1,-1.803283779252077e-07,9.527680212210782e-09
1,6,1,-1.8424274691928499e-07,8.740159206695205e-09
1,6,1,-1.8812502302879544e-07,7.931815154325181e-09
1,6,1,-1.917409322033474e-07,7.102885140952908e-09
1,6,1,-1.9511294190787758e-07,6.2536184233201075e-09
1,6,1,-1.983444474845563e-07,5.384276383107283e-09
1,6,1,-2.015866376440581e-07,4.495132474537866e-09
1,6,1,-2.048590587583587e-07,3.586472165522744e-09
1,6,1,-2.080374177852136e-07,2.658592872333403e-09
1,6,1,-2.110697824028968e-07,1.7118038877946848e-09
1,6,1,-2.139002055878875e-07,7.464263029909243e-10
1,6,1,-2.1665720445528355e-07,-2.372070775179884e-10
1,6,1,-2.193599110378815e-07,-1.2387518269712933e-09
1,6,1,-2.2197897964789225e-07,-2.257851994170664e-09
1,6,1,-2.2454506549492585e-07,-3.294140207727201e-09
1,6,1,-2.2700564536044282e-07,-4.3472377867843675e-09
1,6,1,-2.2932696947841058e-07,-5.416754858206283e-09
1,6,1,-2.3168055615857738e-07,-6.502290480217953e-09
1,6,1,-2.340136267735146e-07,-7.603432772481143e-09
1,6,1,-2.3619967867765985e-07,-8.719759052586749e-09
1,6,1,-2.383317805856576e-07,-9.850835978941592e-09
1,6,1,-2.4038016410404736e-07,-1.0996219700024678e-08
1,6,1,-2.422559472577517e-07,-1.2155456009985033e-08
1,6,1,-2.440676583314853e-07,-1.3328080510550212e-08
