list,n_ts,n_serie,ref,sim
1,6,1,-1.3295478821997649e-06,-1.518251513322965e-05
1,6,1,-1.3528448616451e-06,-1.5173626660968641e-05
1,6,1,-1.376020553131663e-06,-1.5158859158286684e-05
1,6,1,-1.39893994532024e-06,-1.5138195848822912e-05
1,6,1,-1.4216250027505268e-06,-1.5111622884124017e-05
1,6,1,-1.4441486083853276e-06,-1.5079129370606202e-05
1,6,1,-1.4664378362505764e-06,-1.5040707395171992e-05
1,6,1,-1.4886111516820654e-06,-1.4996352049460095e-05
1,6,1,-1.5104498127857313e-06,-1.4946061452707005e-05
1,6,1,-1.5319436673821525e-06,-1.4889836773199655e-05
1,6,1,-1.5531709176529714e-06,-1.4827682248299055e-05
1,6,1,-1.5740722820490709e-06,-1.4759605203015407e-05
1,6,1,-1.59475493662824e-06,-1.4685616067115878e-05
1,6,1,-1.615161130807619e-06,-1.460572839074679e-05
1,6,1,-1.635304171733234e-06,-1.451995885855272e-05
1,6,1,-1.6553344460607766e-06,-1.4428327302275553e-05
1,6,1,-1.6751288889240564e-06,-1.4330856711817276e-05
1,6,1,-1.6945081821651395e-06,-1.422757324475099e-05
1,6,1,-1.713589725520148e-06,-1.4118506234265219e-05
1,6,1,-1.7322668194052396e-06,-1.400368819552743e-05
1,6,1,-1.7504858526475363e-06,-1.388315483045322e-05
1,6,1,-1.7681922977680695e-06,-1.3756945030868517e-05
1,6,1,-1.785281472388561e-06,-1.3625100880052702e-05
1,6,1,-1.80202923764518e-06,-1.348766765265144e-05
1,6,1,-1.8183923860903667e-06,-1.3344693812948618e-05
1,6,1,-1.8341344095905195e-06,-1.3196231011487636e-05
1,6,1,-1.8493742965794395e-06,-1.3042334080033011e-05
1,6,1,-1.8640875328410952e-06,-1.2883061024863966e-05
1,6,1,-1.878202678993834e-06,-1.2718473018392595e-05
1,6,1,-1.891790869245549e-06,-1.2548634389099762e-05
1,6,1,-1.9049476973579888e-06,-1.2373612609782865e-05
1,6,1,-1.917712626355261e-06,-1.2193478284110264e-05
1,6,1,-1.929987645259755e-06,-1.2008305131478028e-05
1,6,1,-1.941724805989348e-06,-1.1818169970165392e-05
1,6,1,-1.953009259510696e-06,-1.1623152698786206e-05
1,6,1,-1.963945159603544e-06,-1.1423336276034408e-05
1,6,1,-1.9745409325219368e-06,-1.1218806698722362e-05
1,6,1,-1.9847563728935145e-06,-1.1009652978111751e-05
1,6,1,-1.9945020289417718e-06,-1.079596711453756e-05
1,6,1,-2.0038678481920514e-06,-1.0577844070326428e-05
1,6,1,-2.0128056561239148e-06,-1.0355381741011616e-05
1,6,1,-2.021070257180277e-06,-1.0128680924847498e-05
1,6,1,-2.028733165014559e-06,-9.89784529062754e-06
1,6,1,-2.035828419513539e-06,-9.662981343810352e-06
1,6,1,-2.0423113735959618e-06,-9.424198390959456e-06
1,6,1,-2.0483011248451663e-06,-9.181608502503106e-06
1,6,1,-2.053809626985569e-06,-8.935326473821447e-06
1,6,1,-2.0587024967409463e-06,-8.685469784669129e-06
1,6,1,-2.063046998416754e-06,-8.43215855694236e-06
1,6,1,-2.0669127258709125e-06,-8.175515510800248e-06
1,6,1,-2.0702992148361048e-06,-7.91566591915117e-06
1,6,1,-2.0732164346515005e-06,-7.652737560515735e-06
1,6,1,-2.075621473951432e-06,-7.3868606702788375e-06
1,6,1,-2.0774415112212104e-06,-7.1181678903441555e-06
1,6,1,-2.0787845311256385e-06,-6.8467942172053055e-06
1,6,1,-2.0798003962228384e-06,-6.572876948448787e-06
1,6,1,-2.0802559681663405e-06,-6.29655562770471e-06
1,6,1,-2.080034805155184e-06,-6.017971988062194e-06
1,6,1,-2.0791768337247668e-06,-5.737269893967205e-06
1,6,1,-2.077793005875972e-06,-5.4545952816215184e-06
1,6,1,-2.0759353123969e-06,-5.170096097902329e-06
1,6,1,-2.073411051211277e-06,-4.8839222378229756e-06
1,6,1,-2.0702764362638105e-06,-4.596225480556101e-06
1,6,1,-2.0666779889689805e-06,-4.307159424041486e-06
1,6,1,-2.0624967693879663e-06,-4.0168794182016575e-06
1,6,1,-2.057766445208475e-06,-3.7255424967892815e-06
1,6,1,-2.052463960898308e-06,-3.4333073078912355e-06
1,6,1,-2.0465862546081886e-06,-3.140334043115128e-06
1,6,1,-2.040188046938885e-06,-2.8467843654849335e-06
1,6,1,-2.033201746251508e-06,-2.5528213360732805e-06
1,6,1,-2.025574830879253e-06,-2.2586093393988174e-06
1,6,1,-2.0174211031551133e-06,-1.9643140076179373e-06
1,6,1,-2.008908950174751e-06,-1.6701021435410408e-06
1,6,1,-1.9998119270363475e-06,-1.3761416425043496e-06
1,6,1,-1.9900892320441877e-06,-1.0826014131291653e-06
1,6,1,-1.979768447202262e-06,-7.896512970013093e-07
1,6,1,-1.969033782939616e-06,-4.974619873043297e-07
1,6,1,-1.957948054289846e-06,-2.0620494644089862e-07
1,6,1,-1.946373927359145e-06,8.394767732234704e-08
1,6,1,-1.9343773702340643e-06,3.7282313415044625e-07
1,6,1,-1.9220203493864274e-06,6.602481578393505e-07
1,6,1,-1.9092295714201835e-06,9.4604905188107e-07
1,6,1,-1.8959518347220949e-06,1.2300517763562545e-06
1,6,1,-1.8823597780306456e-06,1.5120820356149549e-06
1,6,1,-1.8684179326542885e-06,1.7919653667055495e-06
1,6,1,-1.853871461653032e-06,2.0695272285110683e-06
1,6,1,-1.8387470028542104e-06,2.3445930915514155e-06
1,6,1,-1.823108770318494e-06,2.6169885284092634e-06
1,6,1,-1.8067450982333615e-06,2.8865393047366998e-06
1,6,1,-1.7896592625389643e-06,3.1530714707990142e-06
1,6,1,-1.7718161892608886e-06,3.4164114535113537e-06
1,6,1,-1.7531614751851537e-06,3.67638614892331e-06
1,6,1,-1.7338208912940211e-06,3.932823015105903e-06
1,6,1,-1.7136413008839317e-06,4.185550165394785e-06
1,6,1,-1.6925864086438818e-06,4.434396461942942e-06
1,6,1,-1.6707904319884492e-06,4.67919160953557e-06
1,6,1,-1.6482923357538297e-06,4.9197662496192986e-06
1,6,1,-1.6251444126600173e-06,5.155952054497395e-06
1,6,1,-1.6013037859060583e-06,5.387581821642122e-06
1,6,1,-1.5767142146289592e-06,5.614489568074937e-06
1,6,1,-1.551360844729746e-06,5.836510624764801e-06
1,6,1,-1.5252571522865055e-06,6.0534817309944516e-06
1,6,1,-1.4984027523979816e-06,6.265241128644134e-06
1,6,1,-1.4708994835204589e-06,6.47162865634192e-06
1,6,1,-1.4428139426970178e-06,6.67248584342942e-06
1,6,1,-1.4138157252265151e-06,6.867656003691459e-06
1,6,1,-1.383872304892046e-06,7.05698432879795e-06
1,6,1,-1.353146035197312e-06,7.2403179814060674e-06
1,6,1,-1.321642539369667e-06,7.417506187870553e-06
1,6,1,-1.2892240157193631e-06,7.588400330509908e-06
1,6,1,-1.2558264589369575e-06,7.752854039376025e-06
1,6,1,-1.2217394576827483e-06,7.910723283474792e-06
1,6,1,-1.1868441630512574e-06,8.061866461385121e-06
1,6,1,-1.1509810062321368e-06,8.206144491223825e-06
1,6,1,-1.114246104717128e-06,8.343420899903802e-06
1,6,1,-1.0767842616725403e-06,8.47356191163305e-06
1,6,1,-1.038717100697116e-06,8.596436535602077e-06
1,6,1,-1.0002424704989431e-06,8.711916652807463e-06
1,6,1,-9.612278385537471e-07,8.819877101959432e-06
1,6,1,-9.216110123863056e-07,8.920195764421507e-06
1,6,1,-8.815718986621189e-07,9.01275364813059e-06
1,6,1,-8.40961828722938e-07,9.097434970446012e-06
1,6,1,-7.998178548413933e-07,9.174127239876444e-06
1,6,1,-7.581280049577351e-07,9.242721336633893e-06
1,6,1,-7.158513319871309e-07,9.303111591964377e-06
1,6,1,-6.730354058973251e-07,9.355195866205258e-06
1,6,1,-6.297613853711501e-07,9.398875625519704e-06
1,6,1,-5.860081390847793e-07,9.434056017259172e-06
1,6,1,-5.41798682966146e-07,9.46064594390535e-06
1,6,1,-4.972299129492564e-07,9.478558135543516e-06
1,6,1,-4.520421516386032e-07,9.48770922081986e-06
1,6,1,-4.062052544242074e-07,9.4880197963359e-06
1,6,1,-3.600152373375231e-07,9.47941449443378e-06
1,6,1,-3.134830152594993e-07,9.461822049326887e-06
1,6,1,-2.664978571606533e-07,9.43517536153092e-06
1,6,1,-2.191642390392898e-07,9.399411560551258e-06
1,6,1,-1.713511112192555e-07,9.354472065783249e-06
1,6,1,-1.229052345414267e-07,9.300302645582776e-06
1,6,1,-7.410482834090716e-08,9.236853474465298e-06
1,6,1,-2.4839053074185854e-08,9.164079188392347e-06
1,6,1,2.4967557181587817e-08,9.081938938105356e-06
1,6,1,7.522202511018463e-08,8.990396440467517e-06
1,6,1,1.2608352323256046e-07,8.889420027775286e-06
1,6,1,1.7728311902503617e-07,8.778982695002067e-06
1,6,1,2.288859756214728e-07,8.659062144937528e-06
1,6,1,2.809701305350617e-07,8.529640831186938e-06
1,6,1,3.332631796087868e-07,8.390705998995926e-06
1,6,1,3.859462633287637e-07,8.242249723866996e-06
1,6,1,4.389606285365878e-07,8.084268947935158e-06
1,6,1,4.922260448276701e-07,7.916765514071054e-06
1,6,1,5.457403100678079e-07,7.739746197680955e-06
1,6,1,5.994441577722715e-07,7.553222736174081e-06
1,6,1,6.533001900090824e-07,7.357211856068718e-06
1,6,1,7.073379665549304e-07,7.151735297709687e-06
1,6,1,7.615535333759723e-07,6.9368198375707665e-06
1,6,1,8.156466371210652e-07,6.71249730811679e-06
1,6,1,8.697071556121815e-07,6.478804615201181e-06
1,6,1,9.23935493460263e-07,6.235783752975821e-06
1,6,1,9.784003222151118e-07,5.983481816291227e-06
1,6,1,1.0329824118487968e-06,5.721951010566139e-06
1,6,1,1.0875161803726155e-06,5.4512486591067185e-06
1,6,1,1.1421053218943664e-06,5.171437207856683e-06
1,6,1,1.1966631445569168e-06,4.8825842275608325e-06
1,6,1,1.2512437279589663e-06,4.584762413325539e-06
1,6,1,1.3058229040618028e-06,4.2780495815609125e-06
1,6,1,1.36024984106287e-06,3.962528664290483e-06
1,6,1,1.4146271252482334e-06,3.638287700815382e-06
1,6,1,1.4688525988790002e-06,3.3054198267211468e-06
1,6,1,1.522800654776798e-06,2.9640232602164076e-06
1,6,1,1.5764373837851951e-06,2.6142012857938746e-06
1,6,1,1.6298334262499598e-06,2.256062235205179e-06
1,6,1,1.6830516342496165e-06,1.889719465742283e-06
1,6,1,1.73607567208154e-06,1.5152913358193182e-06
1,6,1,1.78890748048033e-06,1.1329011778498804e-06
1,6,1,1.8415648456717176e-06,7.426772684159506e-07
1,6,1,1.8941316731724807e-06,3.4475279572579303e-07
1,6,1,1.946486841571978e-06,-6.07341756406643e-08
1,6,1,1.998624489515172e-06,-4.7364074269928853e-07
1,6,1,2.0505338510827896e-06,-8.938192047411882e-07
1,6,1,2.1022364160565025e-06,-1.3211171067221165e-06
1,6,1,2.1536670352700995e-06,-1.7553772853586192e-06
1,6,1,2.2046794800279427e-06,-2.196437917926524e-06
1,6,1,2.2553740826492912e-06,-2.644132573756177e-06
1,6,1,2.305820321010005e-06,-3.0982902684176253e-06
1,6,1,2.356048386161338e-06,-3.5587355205877502e-06
1,6,1,2.4059538870990093e-06,-4.025288411590119e-06
1,6,1,2.4554911492301507e-06,-4.49776464759713e-06
1,6,1,2.5046837104010035e-06,-4.975975624482753e-06
1,6,1,2.553597966423041e-06,-5.459728495312983e-06
1,6,1,2.6021843499927825e-06,-5.948826240459819e-06
1,6,1,2.650438498488943e-06,-6.443067740323342e-06
1,6,1,2.6983148796692805e-06,-6.942247850645229e-06
1,6,1,2.745726710812301e-06,-7.446157480395691e-06
1,6,1,2.792826644054868e-06,-7.954583672214583e-06
1,6,1,2.839377759252404e-06,-8.467309685386119e-06
