list,n_ts,ref
1,1,5.491204464411642e-07
1,1,5.304625229634122e-07
1,1,5.119296667359062e-07
1,1,4.935464100970703e-07
1,1,4.7529656326711253e-07
1,1,4.57098704175847e-07
1,1,4.3876817003630186e-07
1,1,4.203966060192367e-07
1,1,4.0205691224203835e-07
1,1,3.836604761179751e-07
1,1,3.650919213845499e-07
1,1,3.463162775928414e-07
1,1,3.274725829954559e-07
1,1,3.085143559677872e-07
1,1,2.893215120779885e-07
1,1,2.698349203689743e-07
1,1,2.4998709019622e-07
1,1,2.2983959186302927e-07
1,1,2.093982405379856e-07
1,1,1.886838741806581e-07
1,1,1.677632012377362e-07
1,1,1.4662642924480496e-07
1,1,1.2535293494950426e-07
1,1,1.0413774952886677e-07
1,1,8.32284871980199e-08
1,1,6.266493334156813e-08
1,1,4.248118325342412e-08
1,1,2.2847275781322683e-08
1,1,3.74978676444956e-09
1,1,-1.4835845866159964e-08
1,1,-3.299270735090878e-08
1,1,-5.085790842317472e-08
1,1,-6.83247991182285e-08
1,1,-8.555161330773106e-08
1,1,-1.0264951048824585e-07
1,1,-1.19622313279709e-07
1,1,-1.3647039337981714e-07
1,1,-1.532035296470735e-07
1,1,-1.698713250719738e-07
1,1,-1.8633419757048935e-07
1,1,-2.0273214891370802e-07
1,1,-2.191732425529305e-07
1,1,-2.3558300734573802e-07
1,1,-2.520248534343114e-07
1,1,-2.686180310292329e-07
1,1,-2.853436446014708e-07
1,1,-3.0227414239664124e-07
1,1,-3.193983518836387e-07
1,1,-3.365806010492649e-07
1,1,-3.538824049164042e-07
1,1,-3.713436978576901e-07
1,1,-3.889271256030948e-07
1,1,-4.065823885166586e-07
1,1,-4.242054910201209e-07
1,1,-4.417373158093499e-07
1,1,-4.592196926063453e-07
1,1,-4.76545705133422e-07
1,1,-4.935373449168972e-07
1,1,-5.103200363059203e-07
1,1,-5.268893306628591e-07
1,1,-5.431253511046808e-07
1,1,-5.592051475382205e-07
1,1,-5.750681882561132e-07
1,1,-5.906039591886694e-07
1,1,-6.05849555929276e-07
1,1,-6.208608039894004e-07
1,1,-6.35534538291982e-07
1,1,-6.497730537070013e-07
1,1,-6.636296162748898e-07
1,1,-6.769318776553269e-07
1,1,-6.894898665012375e-07
1,1,-7.013141043647517e-07
1,1,-7.123572425195153e-07
1,1,-7.226328573598165e-07
1,1,-7.322013352988256e-07
1,1,-7.411232172272392e-07
1,1,-7.495671580446261e-07
1,1,-7.575833617215236e-07
1,1,-7.651078437351157e-07
1,1,-7.72163907459258e-07
1,1,-7.788244038910101e-07
1,1,-7.850869738468654e-07
1,1,-7.908094346704194e-07
1,1,-7.958892730120975e-07
1,1,-8.002868035498144e-07
1,1,-8.040554984445758e-07
1,1,-8.071906986787863e-07
1,1,-8.095874846262476e-07
1,1,-8.113243412987726e-07
1,1,-8.124723350351747e-07
1,1,-8.130125201696096e-07
1,1,-8.131251819139504e-07
1,1,-8.129230268962881e-07
1,1,-8.122428272865302e-07
1,1,-8.110193298599187e-07
1,1,-8.093360187119443e-07
1,1,-8.070308632809601e-07
1,1,-8.038989582026378e-07
1,1,-8.000370886216565e-07
1,1,-7.954313914717717e-07
1,1,-7.900425146597611e-07
1,1,-7.840195549745383e-07
1,1,-7.772920124324982e-07
1,1,-7.700124701273565e-07
1,1,-7.624465327315421e-07
1,1,-7.5447913842759e-07
1,1,-7.4623506096036e-07
1,1,-7.377830486132584e-07
1,1,-7.290901237806423e-07
1,1,-7.20080846931358e-07
1,1,-7.10600753421268e-07
1,1,-7.006376844105721e-07
1,1,-6.902250861897778e-07
1,1,-6.793645782464441e-07
1,1,-6.680854283624789e-07
1,1,-6.564319526744324e-07
1,1,-6.445002135912769e-07
1,1,-6.323817457651168e-07
1,1,-6.201234401130781e-07
1,1,-6.076909156195107e-07
1,1,-5.950274201379147e-07
1,1,-5.822358075663111e-07
1,1,-5.693213300430218e-07
1,1,-5.561474011196654e-07
1,1,-5.425897754099355e-07
1,1,-5.285149441308275e-07
1,1,-5.13876889257739e-07
1,1,-4.986735920122698e-07
1,1,-4.830270263470971e-07
1,1,-4.66865494965767e-07
1,1,-4.501643329165194e-07
1,1,-4.3310473865753226e-07
1,1,-4.156610747500261e-07
1,1,-3.9788977454352267e-07
1,1,-3.797927176384096e-07
1,1,-3.612088329345953e-07
1,1,-3.422573861829802e-07
1,1,-3.2299837316409976e-07
1,1,-3.0336147247553004e-07
1,1,-2.835436000360828e-07
1,1,-2.6364556919352096e-07
1,1,-2.4371698230372375e-07
1,1,-2.239784295344004e-07
1,1,-2.0455610886778937e-07
1,1,-1.854732051209439e-07
1,1,-1.6679754206193205e-07
1,1,-1.4852272866742565e-07
1,1,-1.3042185454265968e-07
1,1,-1.122676717371086e-07
1,1,-9.405170648232567e-08
1,1,-7.574431755822821e-08
1,1,-5.722306367590345e-08
1,1,-3.8367337413949316e-08
1,1,-1.923495013631485e-08
1,1,1.2257133131271384e-10
1,1,1.980320073575089e-08
1,1,3.965068069674103e-08
1,1,5.935463227769476e-08
1,1,7.89212749340783e-08
1,1,9.84452307633717e-08
1,1,1.1797034915725077e-07
1,1,1.3750053518923745e-07
1,1,1.572159281118906e-07
1,1,1.7715989802660978e-07
1,1,1.9740564683559414e-07
1,1,2.181329759178622e-07
1,1,2.39058675751503e-07
1,1,2.6006733175118225e-07
1,1,2.810599168930412e-07
1,1,3.0190905049475e-07
1,1,3.224785377819271e-07
1,1,3.424479347816331e-07
1,1,3.61814380744505e-07
1,1,3.805834497861733e-07
1,1,3.986912204312941e-07
1,1,4.16023859457259e-07
1,1,4.327450181587657e-07
1,1,4.490594304101903e-07
1,1,4.651054484444898e-07
1,1,4.811469446418871e-07
1,1,4.972387853064977e-07
1,1,5.133146364364064e-07
1,1,5.294601701626832e-07
1,1,5.456753343589456e-07
1,1,5.6185144534905e-07
1,1,5.781638394174045e-07
1,1,5.945840727969589e-07
1,1,6.109770870957877e-07
1,1,6.274640447895958e-07
1,1,6.441187115462612e-07
1,1,6.609531623537091e-07
1,1,6.779723480960823e-07
1,1,6.951211461036131e-07
1,1,7.123194829244566e-07
1,1,7.295518636000078e-07
1,1,7.468687393143547e-07
1,1,7.643316183583306e-07
1,1,7.818285896717703e-07
1,1,7.990827923976801e-07
1,1,8.15998547707029e-07
1,1,8.326432431875892e-07
1,1,8.490423282770322e-07
1,1,8.649766702935434e-07
1,1,8.803576528625722e-07
1,1,8.953306148520522e-07
1,1,9.097471724560472e-07
1,1,9.236777872347844e-07
1,1,9.372516192546272e-07
1,1,9.50435548759636e-07
1,1,9.633309907886096e-07
1,1,9.758041160127268e-07
1,1,9.87774920534292e-07
1,1,9.992019353175836e-07
1,1,1.010082816032382e-06
1,1,1.020420724554003e-06
1,1,1.0301033991895175e-06
1,1,1.0390903312593292e-06
1,1,1.0473097841976825e-06
1,1,1.054833538168005e-06
1,1,1.06175541184028e-06
1,1,1.067921911206664e-06
1,1,1.0733604524990789e-06
1,1,1.07831373714776e-06
1,1,1.082844745454357e-06
1,1,1.086834283791036e-06
1,1,1.0902919753747445e-06
1,1,1.0932683827854175e-06
1,1,1.095741613620177e-06
1,1,1.0976203088263832e-06
1,1,1.098772211548633e-06
1,1,1.099275071949831e-06
1,1,1.0990982120281766e-06
1,1,1.0982303946281455e-06
1,1,1.0967508364768368e-06
1,1,1.0946179184818375e-06
1,1,1.0919589249227864e-06
1,1,1.0889486704105656e-06
1,1,1.0855169476376953e-06
1,1,1.0816175544694709e-06
1,1,1.077335889298305e-06
1,1,1.0726265322277585e-06
1,1,1.0673695669018492e-06
1,1,1.0615635088094549e-06
1,1,1.055119762252814e-06
1,1,1.0480253939612895e-06
1,1,1.0403941728165676e-06
1,1,1.0321961149121782e-06
1,1,1.023352023797781e-06
1,1,1.0138515583984796e-06
1,1,1.0038356753841768e-06
1,1,9.93550586625059e-07
1,1,9.830321671435806e-07
1,1,9.72238194676692e-07
1,1,9.61312424280464e-07
1,1,9.502743255919228e-07
1,1,9.390052124748112e-07
1,1,9.274433994583442e-07
1,1,9.155938695598104e-07
1,1,9.034911498272067e-07
1,1,8.90984325769603e-07
1,1,8.780634388998209e-07
1,1,8.648835244741625e-07
1,1,8.513765401360643e-07
1,1,8.375179353662897e-07
1,1,8.232440286229669e-07
1,1,8.085940448527193e-07
1,1,7.937063258898854e-07
1,1,7.786054063011544e-07
1,1,7.632106316045124e-07
1,1,7.474722456171299e-07
1,1,7.314944327822385e-07
1,1,7.152028675071836e-07
1,1,6.986106367618837e-07
1,1,6.816228224719395e-07
1,1,6.640258420264254e-07
1,1,6.458633995294594e-07
1,1,6.271603866606782e-07
1,1,6.080231868274483e-07
1,1,5.885016394671976e-07
1,1,5.68580407895727e-07
1,1,5.484776329676087e-07
1,1,5.282257133476147e-07
1,1,5.07804556000132e-07
1,1,4.872781735951916e-07
1,1,4.6673144752594886e-07
1,1,4.462612904565371e-07
1,1,4.257934980496807e-07
1,1,4.0534827986011486e-07
1,1,3.850046651728266e-07
1,1,3.647802412490526e-07
1,1,3.4462337592654974e-07
1,1,3.244571126162154e-07
1,1,3.0427831415326055e-07
1,1,2.842112071969853e-07
1,1,2.642790086530235e-07
1,1,2.444687829522712e-07
1,1,2.246868948531098e-07
1,1,2.0496136168696205e-07
1,1,1.853064110185853e-07
1,1,1.655701544582441e-07
1,1,1.4564981403072818e-07
1,1,1.2540765842042857e-07
1,1,1.0479561241711047e-07
1,1,8.382545518153408e-08
1,1,6.245490224249293e-08
1,1,4.0768845360031056e-08
1,1,1.8822530923838932e-08
1,1,-3.29663536688084e-09
1,1,-2.5453579133457064e-08
1,1,-4.747848871284872e-08
1,1,-6.932989026062515e-08
1,1,-9.102839995409737e-08
1,1,-1.1243082655514895e-07
1,1,-1.334503448357004e-07
1,1,-1.5409426726398964e-07
1,1,-1.744230984977076e-07
1,1,-1.9447282996601705e-07
1,1,-2.1422360770174282e-07
1,1,-2.3371417613142786e-07
1,1,-2.52987291311602e-07
1,1,-2.720664749179515e-07
1,1,-2.909677098513028e-07
1,1,-3.096461003438573e-07
1,1,-3.2811661790092225e-07
1,1,-3.463624693257029e-07
1,1,-3.643123176978865e-07
1,1,-3.820957797455167e-07
1,1,-3.999460715508911e-07
1,1,-4.178395750771269e-07
1,1,-4.356874440045751e-07
1,1,-4.536295146892884e-07
1,1,-4.718519295754179e-07
1,1,-4.904356089056997e-07
1,1,-5.093149052378765e-07
1,1,-5.284494643249233e-07
1,1,-5.479086816086066e-07
1,1,-5.67625927439244e-07
1,1,-5.875576925901768e-07
1,1,-6.076902352036739e-07
1,1,-6.27950790478217e-07
1,1,-6.481330237556455e-07
1,1,-6.680915285712663e-07
1,1,-6.87771098726661e-07
1,1,-7.069943049381463e-07
1,1,-7.256267522528339e-07
1,1,-7.437553293911906e-07
1,1,-7.613410421463455e-07
1,1,-7.783404945671619e-07
1,1,-7.947335445651467e-07
1,1,-8.105148167021968e-07
1,1,-8.256732538918526e-07
1,1,-8.401317834330788e-07
1,1,-8.539823750072193e-07
1,1,-8.673589607727567e-07
1,1,-8.80200503933866e-07
1,1,-8.925897493012447e-07
1,1,-9.044593625731016e-07
1,1,-9.157920496456596e-07
1,1,-9.267090232063124e-07
1,1,-9.37184326970579e-07
1,1,-9.471340509255984e-07
1,1,-9.563732080176074e-07
1,1,-9.650368478404066e-07
1,1,-9.73017196196615e-07
1,1,-9.8025458140172e-07
1,1,-9.867039534136569e-07
1,1,-9.924290705729829e-07
1,1,-9.975011475346743e-07
1,1,-1.0018308796870411e-06
1,1,-1.0056008122667524e-06
1,1,-1.0087781266433686e-06
1,1,-1.0114733480962313e-06
1,1,-1.0137355663574405e-06
1,1,-1.0155340649242575e-06
1,1,-1.0169385730088155e-06
1,1,-1.0179292050835484e-06
1,1,-1.0185109135283831e-06
1,1,-1.018451995991207e-06
1,1,-1.0177093727454762e-06
1,1,-1.016304483924931e-06
1,1,-1.0140998826194805e-06
1,1,-1.0112015860311462e-06
1,1,-1.007765059746781e-06
1,1,-1.0039536750818514e-06
1,1,-9.998124715044807e-07
1,1,-9.953002445752513e-07
1,1,-9.906369549420604e-07
1,1,-9.858520884174668e-07
1,1,-9.808053020780591e-07
1,1,-9.75412116018183e-07
1,1,-9.695816841019123e-07
1,1,-9.632093106959678e-07
1,1,-9.560658724597425e-07
1,1,-9.482051244396844e-07
1,1,-9.397242278556468e-07
1,1,-9.306217044206466e-07
1,1,-9.210240672703092e-07
1,1,-9.11048625771721e-07
1,1,-9.008785950349744e-07
1,1,-8.906589747896353e-07
1,1,-8.805835586980341e-07
1,1,-8.705468904107635e-07
1,1,-8.603476930587868e-07
1,1,-8.500531004898722e-07
1,1,-8.394537763714484e-07
1,1,-8.283869338997467e-07
1,1,-8.167455281515473e-07
1,1,-8.044855139687802e-07
1,1,-7.916576054980654e-07
1,1,-7.783919974254502e-07
1,1,-7.648208779595658e-07
1,1,-7.510099206915635e-07
1,1,-7.370886720820516e-07
1,1,-7.229638076843575e-07
1,1,-7.087415790527331e-07
1,1,-6.943837886516345e-07
1,1,-6.796635480470872e-07
1,1,-6.64551470219273e-07
1,1,-6.490253619649996e-07
1,1,-6.330467918744352e-07
1,1,-6.165661094469793e-07
1,1,-5.995676650918645e-07
1,1,-5.820850168690405e-07
1,1,-5.642297840678169e-07
1,1,-5.461586776249747e-07
1,1,-5.280678000600962e-07
1,1,-5.099715704845168e-07
1,1,-4.919857289390981e-07
1,1,-4.741255360400117e-07
1,1,-4.5635431987295393e-07
1,1,-4.386592368913936e-07
1,1,-4.208485316417146e-07
1,1,-4.029624538175129e-07
1,1,-3.84913980235574e-07
1,1,-3.6679745490478493e-07
1,1,-3.48732467899195e-07
1,1,-3.306840388933978e-07
1,1,-3.127262024773019e-07
1,1,-2.948454676822684e-07
1,1,-2.771446236374856e-07
1,1,-2.5959784011870417e-07
1,1,-2.422357067777914e-07
1,1,-2.249684490222058e-07
1,1,-2.0764806085206386e-07
1,1,-1.9028064042820268e-07
1,1,-1.729040095556907e-07
1,1,-1.55393925456989e-07
1,1,-1.3756354273447776e-07
1,1,-1.1932337084039857e-07
1,1,-1.0065340994022365e-07
1,1,-8.171674848677463e-08
1,1,-6.246415174007958e-08
1,1,-4.290998878471347e-08
1,1,-2.3205880178862836e-08
1,1,-3.50152910628312e-09
1,1,1.6051708352079346e-08
1,1,3.537243989009487e-08
1,1,5.43705556304973e-08
1,1,7.303536761101755e-08
1,1,9.142410810858542e-08
1,1,1.0952902833379938e-07
1,1,1.273527404658411e-07
1,1,1.448903472423498e-07
1,1,1.621570904272866e-07
1,1,1.79169732598102e-07
1,1,1.9600669738007165e-07
1,1,2.1273365046806025e-07
1,1,2.2928358143070013e-07
1,1,2.458206436645137e-07
1,1,2.623664854207253e-07
1,1,2.7884816581616484e-07
1,1,2.953217634120039e-07
1,1,3.118387744056812e-07
1,1,3.285050105589413e-07
1,1,3.452866612062948e-07
1,1,3.623166936290178e-07
1,1,3.796896599170935e-07
1,1,3.974474846629258e-07
1,1,4.155465119788727e-07
1,1,4.338526171724687e-07
1,1,4.524350251525882e-07
1,1,4.712635353526108e-07
1,1,4.901047763023534e-07
1,1,5.088567237362034e-07
1,1,5.274424505163013e-07
1,1,5.458027832361125e-07
1,1,5.638946159911816e-07
1,1,5.815660442158852e-07
1,1,5.987219291617696e-07
1,1,6.153643868994498e-07
1,1,6.313695377754208e-07
1,1,6.46744788057466e-07
1,1,6.615395704148063e-07
1,1,6.756271959406801e-07
1,1,6.890934154300566e-07
1,1,7.0199564205401e-07
1,1,7.142923119144415e-07
1,1,7.259728138863633e-07
1,1,7.369249191603116e-07
1,1,7.470280904446254e-07
1,1,7.563124774930364e-07
1,1,7.648124995426394e-07
1,1,7.726693339703478e-07
1,1,7.800299519522008e-07
1,1,7.8682659247672e-07
1,1,7.930631494473553e-07
1,1,7.990174307967187e-07
1,1,8.047969360467391e-07
1,1,8.10245158533107e-07
1,1,8.153588011278739e-07
1,1,8.202029207478527e-07
1,1,8.246851920827372e-07
1,1,8.286856986042726e-07
1,1,8.321171305353687e-07
1,1,8.349087983792914e-07
1,1,8.369133692068021e-07
1,1,8.382010359862782e-07
1,1,8.386958178209989e-07
1,1,8.38409341248149e-07
1,1,8.376046080405075e-07
1,1,8.362232887814079e-07
1,1,8.343823273298552e-07
1,1,8.322193388663189e-07
1,1,8.296531294156243e-07
1,1,8.267430809265302e-07
1,1,8.235932910252939e-07
1,1,8.202029400399185e-07
1,1,8.164631235065048e-07
1,1,8.12291529515099e-07
1,1,8.077111422618309e-07
1,1,8.026807840348128e-07
1,1,7.972182410664936e-07
1,1,7.912716148354759e-07
1,1,7.84814639259174e-07
1,1,7.778434189824305e-07
1,1,7.703099994580543e-07
1,1,7.624238002492514e-07
1,1,7.54262146672454e-07
1,1,7.45800759429211e-07
1,1,7.370213554154338e-07
1,1,7.278935686573932e-07
1,1,7.185108819874659e-07
1,1,7.088155897509337e-07
1,1,6.987396276572495e-07
1,1,6.882897746056615e-07
1,1,6.775494061486851e-07
1,1,6.666906761566617e-07
1,1,6.555865776650063e-07
1,1,6.44196745518447e-07
1,1,6.325460261919205e-07
1,1,6.206453397002583e-07
1,1,6.085389696206939e-07
1,1,5.960725746424574e-07
1,1,5.832083250409436e-07
1,1,5.700361788820533e-07
1,1,5.566017716819469e-07
1,1,5.428993143634307e-07
1,1,5.289865190959939e-07
1,1,5.14798857055193e-07
1,1,5.002927168134571e-07
1,1,4.855207216484174e-07
1,1,4.704239602885374e-07
1,1,4.55007380749066e-07
1,1,4.392726409782978e-07
1,1,4.2331260763661067e-07
1,1,4.0724559727527217e-07
1,1,3.9093494291792834e-07
1,1,3.7428998278988473e-07
1,1,3.574568440793839e-07
1,1,3.404864513768372e-07
1,1,3.233367611272846e-07
1,1,3.061631895797348e-07
1,1,2.890118924377072e-07
1,1,2.7182780448655425e-07
1,1,2.5470287635356974e-07
1,1,2.3769573954551978e-07
1,1,2.2087856863107e-07
1,1,2.0433041356824197e-07
1,1,1.878851175396812e-07
1,1,1.7151260682102873e-07
1,1,1.5525244108557966e-07
1,1,1.390001166122866e-07
1,1,1.227185687414568e-07
1,1,1.0635466813076525e-07
1,1,8.985159250128212e-08
1,1,7.32102539834012e-08
1,1,5.652122399314081e-08
1,1,3.979091129722579e-08
1,1,2.2954951066075813e-08
1,1,6.0287206379995905e-09
1,1,-1.0867473745959734e-08
1,1,-2.7678384738640958e-08
1,1,-4.4476065233621036e-08
1,1,-6.123193549381235e-08
1,1,-7.802403617421666e-08
1,1,-9.488758411530097e-08
1,1,-1.1186798571954813e-07
1,1,-1.2912929658860484e-07
1,1,-1.4667642890142165e-07
1,1,-1.644144389558109e-07
1,1,-1.822046905492069e-07
1,1,-1.999736327354674e-07
1,1,-2.1763374730433522e-07
1,1,-2.351288087934867e-07
1,1,-2.522969822297868e-07
1,1,-2.690692847019397e-07
1,1,-2.854595991847021e-07
1,1,-3.014248144057483e-07
1,1,-3.169461788278595e-07
1,1,-3.320806838484532e-07
1,1,-3.469574723131364e-07
1,1,-3.6173209285421517e-07
1,1,-3.7653789147001285e-07
1,1,-3.9136421178536986e-07
1,1,-4.0629754809597924e-07
1,1,-4.214603296958665e-07
1,1,-4.3685595771647246e-07
1,1,-4.523223765853895e-07
1,1,-4.6775085410289414e-07
1,1,-4.832863909269078e-07
1,1,-4.989633322371044e-07
1,1,-5.147624786950105e-07
1,1,-5.307885821841773e-07
1,1,-5.470387114534346e-07
1,1,-5.634630466358043e-07
1,1,-5.80155919500411e-07
1,1,-5.971478925368145e-07
1,1,-6.142488838697973e-07
1,1,-6.312766826683278e-07
1,1,-6.480291789910553e-07
1,1,-6.644305506842289e-07
1,1,-6.803108668145273e-07
1,1,-6.953535049587616e-07
1,1,-7.094784811648319e-07
1,1,-7.228193219994546e-07
1,1,-7.353524045599035e-07
1,1,-7.469123810273006e-07
1,1,-7.576494677704187e-07
1,1,-7.676758389843828e-07
1,1,-7.770404129552435e-07
1,1,-7.858927687041358e-07
1,1,-7.942577696342641e-07
1,1,-8.02183025993284e-07
1,1,-8.097394029003599e-07
1,1,-8.167313611229471e-07
1,1,-8.22930512578668e-07
1,1,-8.283954360124587e-07
1,1,-8.331732183235001e-07
1,1,-8.372137469643642e-07
1,1,-8.405359743111507e-07
1,1,-8.433557002601381e-07
1,1,-8.457029914193943e-07
1,1,-8.477368837915415e-07
1,1,-8.496372314946623e-07
1,1,-8.513345249443274e-07
1,1,-8.529271620766614e-07
1,1,-8.544426237929777e-07
1,1,-8.557723431982714e-07
1,1,-8.566916056020831e-07
1,1,-8.571341947444963e-07
1,1,-8.570988796000971e-07
1,1,-8.563727790841918e-07
1,1,-8.54954643104502e-07
1,1,-8.52716352447723e-07
1,1,-8.496926458874956e-07
1,1,-8.461450474929008e-07
1,1,-8.421856508970725e-07
1,1,-8.378739025054503e-07
1,1,-8.331494562925033e-07
1,1,-8.281520987104584e-07
1,1,-8.23062027215806e-07
1,1,-8.177477836175289e-07
1,1,-8.120219011227165e-07
1,1,-8.057798298183499e-07
1,1,-7.990823983548206e-07
1,1,-7.919221238379392e-07
1,1,-7.842168503406291e-07
1,1,-7.759357664991082e-07
1,1,-7.672435119721677e-07
1,1,-7.584264136709782e-07
1,1,-7.493731841336546e-07
1,1,-7.401655965233245e-07
1,1,-7.308956489384544e-07
1,1,-7.214920921364942e-07
1,1,-7.119293614328226e-07
1,1,-7.020549298544847e-07
1,1,-6.917824724630714e-07
1,1,-6.810541815155547e-07
1,1,-6.699280650714492e-07
1,1,-6.582873997540053e-07
1,1,-6.459749651048798e-07
1,1,-6.331507519971559e-07
1,1,-6.199468135491284e-07
1,1,-6.065331842022874e-07
1,1,-5.930143861699988e-07
1,1,-5.795095263299336e-07
1,1,-5.659601425086472e-07
1,1,-5.523427922071433e-07
1,1,-5.387280673283768e-07
1,1,-5.250408525232449e-07
1,1,-5.111530699763601e-07
1,1,-4.969369302195826e-07
1,1,-4.823645161951452e-07
1,1,-4.673728671052762e-07
1,1,-4.519103678353645e-07
1,1,-4.361105267749361e-07
1,1,-4.200391862357962e-07
1,1,-4.037192429347903e-07
1,1,-3.8718930040536987e-07
1,1,-3.704796375223906e-07
1,1,-3.53612468226415e-07
1,1,-3.366778874198346e-07
1,1,-3.197303866372401e-07
1,1,-3.026820057108751e-07
1,1,-2.856656989253056e-07
1,1,-2.688038564591267e-07
1,1,-2.518940535557003e-07
1,1,-2.348793008055668e-07
1,1,-2.1794425719186965e-07
1,1,-2.0109821785718065e-07
1,1,-1.842975802492578e-07
1,1,-1.6745607933529337e-07
1,1,-1.506020809520303e-07
1,1,-1.3374189642628625e-07
1,1,-1.1691776563491007e-07
1,1,-1.0013822113747353e-07
1,1,-8.331794538272566e-08
1,1,-6.658110096066239e-08
1,1,-4.995465322003767e-08
1,1,-3.3408480701956775e-08
1,1,-1.688706224478611e-08
1,1,-3.8417076968925657e-10
1,1,1.6137959744283125e-08
1,1,3.2722502654736386e-08
1,1,4.950316162571032e-08
1,1,6.66083464911647e-08
1,1,8.388636249272157e-08
1,1,1.0142528400106539e-07
1,1,1.193053847118363e-07
1,1,1.3736770147622386e-07
1,1,1.5554096966501033e-07
1,1,1.7380879841411594e-07
1,1,1.9191413980765005e-07
1,1,2.0968286261307267e-07
1,1,2.2720570013114402e-07
1,1,2.445022576044833e-07
1,1,2.615691013959199e-07
1,1,2.784014291363437e-07
1,1,2.949888761465452e-07
1,1,3.113813212729379e-07
1,1,3.27626295853334e-07
1,1,3.437281584890604e-07
1,1,3.59754690573326e-07
1,1,3.757854846822499e-07
1,1,3.917034518764367e-07
1,1,4.073936134787565e-07
1,1,4.229991525201632e-07
1,1,4.384936211873651e-07
1,1,4.538130787849357e-07
1,1,4.689588509958423e-07
1,1,4.839763865185935e-07
1,1,4.990029168051003e-07
1,1,5.141413042319006e-07
1,1,5.294091726801944e-07
1,1,5.449074263483741e-07
1,1,5.606384769336977e-07
1,1,5.764863543099e-07
1,1,5.925330083334445e-07
1,1,6.087148576089785e-07
1,1,6.248197124703919e-07
1,1,6.408432758225273e-07
1,1,6.568767826699094e-07
1,1,6.72778101564419e-07
1,1,6.883597989140736e-07
1,1,7.035696492383816e-07
1,1,7.184484968797572e-07
1,1,7.327502517546436e-07
1,1,7.46338944703311e-07
1,1,7.591649477905772e-07
1,1,7.711609785770617e-07
1,1,7.822233210460515e-07
1,1,7.923413741611153e-07
1,1,8.015433990045079e-07
1,1,8.09772393300658e-07
1,1,8.170548344076035e-07
1,1,8.234598829357948e-07
1,1,8.291237234646283e-07
1,1,8.342117330248789e-07
1,1,8.387921523949466e-07
1,1,8.428894922524053e-07
1,1,8.466235741915636e-07
1,1,8.499622401400425e-07
1,1,8.52939575101843e-07
1,1,8.55602664083448e-07
1,1,8.579738397386252e-07
1,1,8.599325830195206e-07
1,1,8.614659900207286e-07
1,1,8.627235907546568e-07
1,1,8.637029582462102e-07
1,1,8.643906676486631e-07
1,1,8.647804898994263e-07
1,1,8.648402956453673e-07
1,1,8.646338397269766e-07
1,1,8.640958613058709e-07
1,1,8.632255261848267e-07
1,1,8.619303093796268e-07
1,1,8.60143268288187e-07
1,1,8.579495554610279e-07
1,1,8.552565459171476e-07
1,1,8.52080673796717e-07
1,1,8.482849167876546e-07
1,1,8.438530163578481e-07
1,1,8.389460007673921e-07
1,1,8.335498585372648e-07
1,1,8.276024403034019e-07
1,1,8.212997721296564e-07
1,1,8.147985485096009e-07
1,1,8.081246646609482e-07
1,1,8.013028926040893e-07
1,1,7.942085715906136e-07
1,1,7.867843821449255e-07
1,1,7.79108376013742e-07
1,1,7.711765347377081e-07
1,1,7.62908804958885e-07
1,1,7.54421869863366e-07
1,1,7.4564473213763e-07
1,1,7.365549841445093e-07
1,1,7.271845749081146e-07
1,1,7.174630143080188e-07
1,1,7.076275385254731e-07
1,1,6.976898908379925e-07
1,1,6.874887951963032e-07
1,1,6.77001810491407e-07
1,1,6.663532459891064e-07
1,1,6.555953453450777e-07
1,1,6.445721845760696e-07
1,1,6.33073165167437e-07
1,1,6.210854127933937e-07
1,1,6.086601987136413e-07
1,1,5.958305850576643e-07
1,1,5.825880056606159e-07
1,1,5.690255576032753e-07
1,1,5.552868852987045e-07
1,1,5.414175420665059e-07
1,1,5.27526943198952e-07
1,1,5.137194005304609e-07
1,1,4.999529136384985e-07
1,1,4.861156114009246e-07
1,1,4.722768946941748e-07
1,1,4.582473164643218e-07
1,1,4.440119683005291e-07
1,1,4.297004370635187e-07
1,1,4.1507335875906485e-07
1,1,4.000026980140855e-07
1,1,3.84538562346848e-07
1,1,3.6876608815455226e-07
1,1,3.528953099205895e-07
1,1,3.369648733153688e-07
1,1,3.210401110795032e-07
1,1,3.052129847004812e-07
1,1,2.8949900559083765e-07
1,1,2.739303151837026e-07
1,1,2.584783692397355e-07
1,1,2.432295199711597e-07
1,1,2.280130382093941e-07
1,1,2.128279350761566e-07
1,1,1.9762463397486726e-07
1,1,1.8217944625324497e-07
1,1,1.6662904821380445e-07
1,1,1.5108107136247128e-07
1,1,1.355849789903204e-07
1,1,1.2014544595307525e-07
1,1,1.0472535618131749e-07
1,1,8.939175095512547e-08
1,1,7.414761627896205e-08
1,1,5.88840502245881e-08
1,1,4.3547124083671866e-08
1,1,2.8095075116582162e-08
1,1,1.251448408000503e-08
1,1,-3.309109934959455e-09
1,1,-1.936166184358313e-08
1,1,-3.5746850053788155e-08
1,1,-5.249748379205546e-08
1,1,-6.94590749677159e-08
1,1,-8.661556028069085e-08
1,1,-1.038442366242577e-07
1,1,-1.208701494182973e-07
1,1,-1.3751746017501453e-07
1,1,-1.5381441133625817e-07
1,1,-1.6973186784845074e-07
1,1,-1.854282563507784e-07
1,1,-2.009465565819807e-07
1,1,-2.1623401211248e-07
