list,n_ts,ref
1,1,1.5346675819598346e-06
1,1,1.5458394326204372e-06
1,1,1.5561510394863733e-06
1,1,1.5655777743541071e-06
1,1,1.5740177743909294e-06
1,1,1.5816533498199746e-06
1,1,1.588608320448417e-06
1,1,1.5947622438224246e-06
1,1,1.6002478548406388e-06
1,1,1.605040874567543e-06
1,1,1.6090992294439857e-06
1,1,1.612426956421764e-06
1,1,1.614992500606982e-06
1,1,1.6165969830856368e-06
1,1,1.6171575187308586e-06
1,1,1.6168442359392378e-06
1,1,1.615620200560521e-06
1,1,1.613491565187672e-06
1,1,1.6104719890606277e-06
1,1,1.606575493690206e-06
1,1,1.6018120514361888e-06
1,1,1.5962946547517862e-06
1,1,1.5900685397481511e-06
1,1,1.58313905086935e-06
1,1,1.5754141012246592e-06
1,1,1.5668159016672593e-06
1,1,1.5575138798032748e-06
1,1,1.5475845271150515e-06
1,1,1.5370732218768e-06
1,1,1.5258378939424662e-06
1,1,1.5138677942243395e-06
1,1,1.5011294655842236e-06
1,1,1.487494255089289e-06
1,1,1.4731060538638215e-06
1,1,1.45801549946257e-06
1,1,1.4421384291843168e-06
1,1,1.4254087875044343e-06
1,1,1.4077796620136053e-06
1,1,1.389286306320373e-06
1,1,1.3699354311109451e-06
1,1,1.349688214177829e-06
1,1,1.3286154367828509e-06
1,1,1.3066816901886296e-06
1,1,1.2839639623421308e-06
1,1,1.260527993661594e-06
1,1,1.2363470305583468e-06
1,1,1.2114988729742064e-06
1,1,1.186107690983931e-06
1,1,1.160304027450427e-06
1,1,1.1338855937502296e-06
1,1,1.106844738410382e-06
1,1,1.0793432872039691e-06
1,1,1.0514926820943605e-06
1,1,1.0232305005042037e-06
1,1,9.946244660852134e-07
1,1,9.657264012736762e-07
1,1,9.364747722719512e-07
1,1,9.069036537254924e-07
1,1,8.769004851016194e-07
1,1,8.465107441410283e-07
1,1,8.159139246727779e-07
1,1,7.850783977481629e-07
1,1,7.539018460988995e-07
1,1,7.22549587214099e-07
1,1,6.911457763044672e-07
1,1,6.596876663850744e-07
1,1,6.281009165828857e-07
1,1,5.96320514100755e-07
1,1,5.644431324947074e-07
1,1,5.324995550288338e-07
1,1,5.004091842122219e-07
1,1,4.682006367470119e-07
1,1,4.3583821297394886e-07
1,1,4.0316805462247685e-07
1,1,3.701577944676486e-07
1,1,3.369881407755937e-07
1,1,3.036136525014429e-07
1,1,2.700473990198187e-07
1,1,2.3643330707979507e-07
1,1,2.028322053384597e-07
1,1,1.6927394112793962e-07
1,1,1.3577717903635436e-07
1,1,1.0245916612164417e-07
1,1,6.927364314543564e-08
1,1,3.61254201871666e-08
1,1,2.927787891064102e-09
1,1,-3.037784237836456e-08
1,1,-6.364091380250691e-08
1,1,-9.68650064626285e-08
1,1,-1.3010255939088032e-07
1,1,-1.6325012112445233e-07
1,1,-1.96271888627888e-07
1,1,-2.2920127252162245e-07
1,1,-2.620097291163024e-07
1,1,-2.947284127272494e-07
1,1,-3.2733734879051105e-07
1,1,-3.598569256737754e-07
1,1,-3.924426308371819e-07
1,1,-4.252009962559074e-07
1,1,-4.580807552007487e-07
1,1,-4.910439182126591e-07
1,1,-5.242943153492244e-07
1,1,-5.578541550271439e-07
1,1,-5.916882643032582e-07
1,1,-6.257030012243408e-07
1,1,-6.597975839860396e-07
1,1,-6.938804107345823e-07
1,1,-7.278820537035579e-07
1,1,-7.615953446271656e-07
1,1,-7.949562698148887e-07
1,1,-8.279840269774704e-07
1,1,-8.604632202016437e-07
1,1,-8.925379756340052e-07
1,1,-9.241885169375128e-07
1,1,-9.554031636585475e-07
1,1,-9.86229653061223e-07
1,1,-1.0167009369297251e-06
1,1,-1.0468270323668482e-06
1,1,-1.0765051534598035e-06
1,1,-1.105849400646816e-06
1,1,-1.1347738129878734e-06
1,1,-1.1633416000754525e-06
1,1,-1.191589327486466e-06
1,1,-1.2192095442040826e-06
1,1,-1.2461390827531952e-06
1,1,-1.272332970275225e-06
1,1,-1.2977907909780524e-06
1,1,-1.3226228110606144e-06
1,1,-1.3469175467509028e-06
1,1,-1.370689977792634e-06
1,1,-1.3939156724025403e-06
1,1,-1.4165965374273107e-06
1,1,-1.4388155652796392e-06
1,1,-1.460649975098172e-06
1,1,-1.4819159940151646e-06
1,1,-1.502511562767214e-06
1,1,-1.5224816898892872e-06
1,1,-1.5418722127703595e-06
1,1,-1.5605766026260196e-06
1,1,-1.578642112795451e-06
1,1,-1.5960468917237151e-06
1,1,-1.6125631004553486e-06
1,1,-1.6283135256354136e-06
1,1,-1.6433436521769934e-06
1,1,-1.6575110116961783e-06
1,1,-1.6709180313933588e-06
1,1,-1.6834658483008528e-06
1,1,-1.6950235715843017e-06
1,1,-1.7056960590396312e-06
1,1,-1.7155345294842103e-06
1,1,-1.7244498182070272e-06
1,1,-1.732451243163803e-06
1,1,-1.7396102025679917e-06
1,1,-1.7458458689966846e-06
1,1,-1.7512617083739552e-06
1,1,-1.7558729255506802e-06
1,1,-1.759648207390385e-06
1,1,-1.7627674062688222e-06
1,1,-1.765111906638609e-06
1,1,-1.7666393296935457e-06
1,1,-1.7672619333655012e-06
1,1,-1.7668844920150988e-06
1,1,-1.7654909232923353e-06
1,1,-1.7630194892428915e-06
1,1,-1.7595803110564949e-06
1,1,-1.7551553951593811e-06
1,1,-1.7498859966097134e-06
1,1,-1.7438263652861673e-06
1,1,-1.7370624818563186e-06
1,1,-1.7296442277381955e-06
1,1,-1.7216105009575874e-06
1,1,-1.71294492279999e-06
1,1,-1.7035642749946385e-06
1,1,-1.693473781160854e-06
1,1,-1.6825957086494628e-06
1,1,-1.6710316749048149e-06
1,1,-1.6585733672182865e-06
1,1,-1.645133857704156e-06
1,1,-1.6307448813676455e-06
1,1,-1.6153633628676592e-06
1,1,-1.5990249439064487e-06
1,1,-1.5818309474938026e-06
1,1,-1.5639752969217084e-06
1,1,-1.5455196742195387e-06
1,1,-1.5264551828607203e-06
1,1,-1.5067742278840772e-06
1,1,-1.486515127418004e-06
1,1,-1.4655074001527113e-06
1,1,-1.443684208788604e-06
1,1,-1.4209992192464504e-06
1,1,-1.3975017332163868e-06
1,1,-1.3732038292325811e-06
1,1,-1.3480758311972163e-06
1,1,-1.3223833739550798e-06
1,1,-1.296223584299696e-06
1,1,-1.2696111012734837e-06
1,1,-1.2426578786619629e-06
1,1,-1.2154351444029294e-06
1,1,-1.1879449868916297e-06
1,1,-1.1602643162024138e-06
1,1,-1.132502025551771e-06
1,1,-1.104474085591685e-06
1,1,-1.0762332815145427e-06
1,1,-1.047807901086195e-06
1,1,-1.0190243775705226e-06
1,1,-9.898914635913477e-07
1,1,-9.60437009854027e-07
1,1,-9.306386964333484e-07
1,1,-9.005039771257012e-07
1,1,-8.700990324930676e-07
1,1,-8.394940447386833e-07
1,1,-8.087557413389058e-07
1,1,-7.778937686803648e-07
1,1,-7.468085453531521e-07
1,1,-7.155199861671255e-07
1,1,-6.84146969788827e-07
1,1,-6.525803031373191e-07
1,1,-6.208271890580863e-07
1,1,-5.889679178766553e-07
1,1,-5.570845992384825e-07
1,1,-5.250434636800214e-07
1,1,-4.926716555382818e-07
1,1,-4.600901413534356e-07
1,1,-4.273147283454626e-07
1,1,-3.943131813259333e-07
1,1,-3.610059983531509e-07
1,1,-3.27520147662279e-07
1,1,-2.940861546446131e-07
1,1,-2.606237338438419e-07
1,1,-2.272221508905982e-07
1,1,-1.9390342692246628e-07
1,1,-1.606031184245617e-07
1,1,-1.273578248890129e-07
1,1,-9.4120861110151e-08
1,1,-6.089542342348405e-08
1,1,-2.7590715921065897e-08
1,1,5.7164570243395635e-09
1,1,3.9120718122745695e-08
1,1,7.268362445434588e-08
1,1,1.0628408304312945e-07
1,1,1.4002106176052014e-07
1,1,1.7382989953508413e-07
1,1,2.0764703038199202e-07
1,1,2.414601301816013e-07
1,1,2.752576471401412e-07
1,1,3.091777536153653e-07
1,1,3.432003418294392e-07
1,1,3.7732368647190426e-07
1,1,4.115964815648265e-07
1,1,4.4594348093963494e-07
1,1,4.803406438378606e-07
1,1,5.148039591199079e-07
1,1,5.493122288182126e-07
1,1,5.83613979546936e-07
1,1,6.175321168841355e-07
1,1,6.510414790096012e-07
1,1,6.840189937139026e-07
1,1,7.164840968858851e-07
1,1,7.484947172090283e-07
1,1,7.799437943837179e-07
1,1,8.108243046952049e-07
1,1,8.412230580320096e-07
1,1,8.711781609266802e-07
1,1,9.005275593741972e-07
1,1,9.292774885560976e-07
1,1,9.575459508009969e-07
1,1,9.852311014020749e-07
1,1,1.0122008946063946e-06
1,1,1.038413660755773e-06
1,1,1.064060647229983e-06
1,1,1.0892423633757285e-06
1,1,1.1138972882380598e-06
1,1,1.1379419250056532e-06
1,1,1.1612879758069472e-06
1,1,1.1840895330909303e-06
1,1,1.2064428120972384e-06
1,1,1.2282313186656445e-06
1,1,1.2493942538337916e-06
1,1,1.269958397723316e-06
1,1,1.289924734724965e-06
1,1,1.3092207142756945e-06
1,1,1.3276864217088766e-06
1,1,1.345215884141006e-06
1,1,1.3617790155947237e-06
1,1,1.3774550316933788e-06
1,1,1.392290596098136e-06
1,1,1.4062415963120672e-06
1,1,1.4192775373241382e-06
1,1,1.4314888971642863e-06
1,1,1.4429849973186528e-06
1,1,1.4535835586968127e-06
1,1,1.4633023795995374e-06
1,1,1.4722427991755444e-06
1,1,1.4803383619913116e-06
1,1,1.4875701401127708e-06
1,1,1.4938949842890388e-06
1,1,1.4992525439138292e-06
1,1,1.5036224820873343e-06
1,1,1.5068511499273574e-06
1,1,1.5088612145166418e-06
1,1,1.509826384813155e-06
1,1,1.50973678372762e-06
1,1,1.5086086702922426e-06
1,1,1.506549957915719e-06
1,1,1.5036501972245952e-06
1,1,1.499895790984493e-06
1,1,1.49543338854295e-06
1,1,1.490462108866592e-06
1,1,1.4848064450184396e-06
1,1,1.4784013939267912e-06
1,1,1.4711850903927087e-06
1,1,1.4631275473667554e-06
1,1,1.4541784741402412e-06
1,1,1.4441882921559095e-06
1,1,1.433267248751976e-06
1,1,1.4214331482915782e-06
1,1,1.408587454207742e-06
1,1,1.3946520535513126e-06
1,1,1.3797604040655149e-06
1,1,1.364092717260571e-06
1,1,1.347649568167492e-06
1,1,1.330513638740094e-06
1,1,1.3127378654701829e-06
1,1,1.2942967347713582e-06
1,1,1.2753302992600633e-06
1,1,1.2557419336440663e-06
1,1,1.2353727155216563e-06
1,1,1.2142221766781864e-06
1,1,1.1922962418246355e-06
1,1,1.1696099472085098e-06
1,1,1.1459913246481208e-06
1,1,1.1214461192061889e-06
1,1,1.0960669889591516e-06
1,1,1.0699114949688637e-06
1,1,1.0431200110716726e-06
1,1,1.0157307840471803e-06
1,1,9.877587479164755e-07
1,1,9.59343711533859e-07
1,1,9.30631853966322e-07
1,1,9.016274260887132e-07
1,1,8.722375534493116e-07
1,1,8.425510694549378e-07
1,1,8.127700976493428e-07
1,1,7.827867796834787e-07
1,1,7.524260178272923e-07
1,1,7.217757258141025e-07
1,1,6.909173258021419e-07
1,1,6.598031716100409e-07
1,1,6.283642645920163e-07
1,1,5.967611015508142e-07
1,1,5.651237717333965e-07
1,1,5.333695288969065e-07
1,1,5.014229826145682e-07
1,1,4.692528083334981e-07
1,1,4.367414237067768e-07
1,1,4.039369216822455e-07
1,1,3.709722465572073e-07
1,1,3.378129126983393e-07
1,1,3.043487126928545e-07
1,1,2.705643822106542e-07
1,1,2.365397160836607e-07
1,1,2.0237620865141106e-07
1,1,1.679669479441142e-07
1,1,1.332346469286866e-07
1,1,9.828545164681281e-08
1,1,6.31934735185168e-08
1,1,2.7941257817604105e-08
1,1,-7.4046772702687784e-09
1,1,-4.2888479987099934e-08
1,1,-7.859098953567244e-08
1,1,-1.1433714718005453e-07
1,1,-1.5012891046612898e-07
1,1,-1.859980560733179e-07
1,1,-2.2198424793887922e-07
1,1,-2.58046665473553e-07
1,1,-2.940254433987204e-07
1,1,-3.298370514399451e-07
1,1,-3.656334409352116e-07
1,1,-4.0148190443723485e-07
1,1,-4.374093574787068e-07
1,1,-4.7346586724782454e-07
1,1,-5.096702144627737e-07
1,1,-5.460462698910838e-07
1,1,-5.826045692562164e-07
1,1,-6.193534838067854e-07
1,1,-6.562337674303764e-07
1,1,-6.931310288174489e-07
1,1,-7.299770287618277e-07
1,1,-7.66725945556295e-07
1,1,-8.034378092827708e-07
1,1,-8.401245334895226e-07
1,1,-8.76752075256718e-07
1,1,-9.132360203435196e-07
1,1,-9.49609660764175e-07
1,1,-9.85859763576223e-07
1,1,-1.0219300905470367e-06
1,1,-1.0580160300654348e-06
1,1,-1.093997772282403e-06
1,1,-1.1298846809672213e-06
1,1,-1.1656538062538425e-06
1,1,-1.201039008792778e-06
1,1,-1.2358890899287875e-06
1,1,-1.2700999849135107e-06
1,1,-1.3035584911382216e-06
1,1,-1.3362288532716688e-06
1,1,-1.3680754105064129e-06
1,1,-1.3990456266367208e-06
1,1,-1.429161837415402e-06
1,1,-1.4585542606169644e-06
1,1,-1.487232094468893e-06
1,1,-1.5152338951198502e-06
1,1,-1.5426762639337029e-06
1,1,-1.569540664863288e-06
1,1,-1.5958592540717363e-06
1,1,-1.6216413658498191e-06
1,1,-1.646896259798253e-06
1,1,-1.671604759646192e-06
1,1,-1.6955921517219962e-06
1,1,-1.7188079471948003e-06
1,1,-1.7413293647891786e-06
1,1,-1.7632238462048429e-06
1,1,-1.7843836697514e-06
1,1,-1.8046667224508825e-06
1,1,-1.824247460324681e-06
1,1,-1.843165403627028e-06
1,1,-1.8613867444502383e-06
1,1,-1.878978941342748e-06
1,1,-1.895921915601678e-06
1,1,-1.9120968842163123e-06
1,1,-1.9273199046887e-06
1,1,-1.941440581249755e-06
1,1,-1.9545257377981623e-06
1,1,-1.966436980067272e-06
1,1,-1.9772382844032e-06
1,1,-1.986958249896625e-06
1,1,-1.995573086103857e-06
1,1,-2.003274732402677e-06
1,1,-2.009961160487844e-06
1,1,-2.0156969037370084e-06
1,1,-2.020546153596165e-06
1,1,-2.0245025637190924e-06
1,1,-2.0275857517775923e-06
1,1,-2.029784979758945e-06
1,1,-2.031105206430605e-06
1,1,-2.031463342715633e-06
1,1,-2.0308543987846933e-06
1,1,-2.029246075486552e-06
1,1,-2.026550892293132e-06
1,1,-2.022793458886806e-06
1,1,-2.0179521763472324e-06
1,1,-2.0121928689394827e-06
1,1,-2.005559737465784e-06
1,1,-1.998016156014213e-06
1,1,-1.9896413958187445e-06
1,1,-1.9803811758740924e-06
1,1,-1.9702530770540203e-06
1,1,-1.9592529554209976e-06
1,1,-1.9473678818344613e-06
1,1,-1.9346023193818684e-06
1,1,-1.920853994486244e-06
1,1,-1.906228258902338e-06
1,1,-1.890804147837867e-06
1,1,-1.8744626513565693e-06
1,1,-1.8572523967788037e-06
1,1,-1.8392870185237237e-06
1,1,-1.8205522115497764e-06
1,1,-1.8009402323608983e-06
1,1,-1.7804803431265163e-06
1,1,-1.7592178074263063e-06
1,1,-1.7371284961399962e-06
1,1,-1.7142872411808263e-06
1,1,-1.69068743484925e-06
1,1,-1.666239182184217e-06
1,1,-1.6411021208983963e-06
1,1,-1.6153448248186931e-06
1,1,-1.5887906509214002e-06
1,1,-1.561578792931022e-06
1,1,-1.5338411057387626e-06
1,1,-1.5056257306943516e-06
1,1,-1.476990940977597e-06
1,1,-1.4479673806115489e-06
1,1,-1.4186520847834736e-06
1,1,-1.3889673747923334e-06
1,1,-1.3588848230438207e-06
1,1,-1.328419956083569e-06
1,1,-1.2975900336273035e-06
1,1,-1.2663677366591203e-06
1,1,-1.2346968645928086e-06
1,1,-1.2026744832494082e-06
1,1,-1.170359896400573e-06
1,1,-1.1377201994434743e-06
1,1,-1.1047714696492727e-06
1,1,-1.0716420492462285e-06
1,1,-1.0383240377854614e-06
1,1,-1.0048399379571365e-06
1,1,-9.71276435916533e-07
1,1,-9.376856252591864e-07
1,1,-9.040096658630122e-07
1,1,-8.701701849023785e-07
1,1,-8.361101072479651e-07
1,1,-8.016849859761788e-07
1,1,-7.669458150289503e-07
1,1,-7.317055143830106e-07
1,1,-6.95916450043058e-07
1,1,-6.596708523360874e-07
1,1,-6.228431569651689e-07
1,1,-5.855172114450464e-07
1,1,-5.477110114181464e-07
1,1,-5.095634948182908e-07
1,1,-4.712856187536847e-07
1,1,-4.32920720896227e-07
1,1,-3.944780329336041e-07
1,1,-3.560166218478595e-07
1,1,-3.176000844703911e-07
1,1,-2.792359239242976e-07
1,1,-2.410202091821547e-07
1,1,-2.0269389580380845e-07
1,1,-1.6410894407584737e-07
1,1,-1.2532042752945054e-07
1,1,-8.637198920638717e-08
1,1,-4.71568222632611e-08
1,1,-7.664630807811104e-09
1,1,3.1991299369369023e-08
1,1,7.184941073853557e-08
1,1,1.1164134756433073e-07
1,1,1.513140394219513e-07
1,1,1.9097652727728162e-07
1,1,2.306019254082691e-07
1,1,2.701973240147266e-07
1,1,3.097721919786407e-07
1,1,3.493692195560055e-07
1,1,3.889927352072696e-07
1,1,4.286974092871138e-07
1,1,4.684184558298571e-07
1,1,5.081134499983785e-07
1,1,5.47888990857754e-07
1,1,5.876377668967706e-07
1,1,6.27352233181794e-07
1,1,6.670454797039427e-07
1,1,7.064709015625322e-07
1,1,7.455715087337439e-07
1,1,7.843039436139582e-07
1,1,8.225157961279533e-07
1,1,8.602120518395169e-07
1,1,8.973714420004593e-07
1,1,9.338914237709346e-07
1,1,9.697546920982816e-07
1,1,1.005030447481092e-06
1,1,1.0397201105352351e-06
1,1,1.073737857717924e-06
1,1,1.1070245419207997e-06
1,1,1.1395434819034188e-06
1,1,1.1713924908084783e-06
1,1,1.2026226696611127e-06
1,1,1.2331353418142753e-06
1,1,1.2629315063088368e-06
1,1,1.292017230427816e-06
1,1,1.3203102290151162e-06
1,1,1.3477858647145758e-06
1,1,1.3746201299175542e-06
1,1,1.400794034596219e-06
1,1,1.4262328371823209e-06
1,1,1.4509591939942776e-06
1,1,1.4750015271378855e-06
1,1,1.4983928400104568e-06
1,1,1.5211465366677315e-06
1,1,1.5433446936769408e-06
1,1,1.5650004231903728e-06
1,1,1.5859509251730142e-06
1,1,1.606113748847344e-06
1,1,1.6254330431799793e-06
1,1,1.643945927942766e-06
1,1,1.6616120917538378e-06
1,1,1.6782928547866276e-06
1,1,1.6939616473781664e-06
1,1,1.708520137669867e-06
1,1,1.7219717010797665e-06
1,1,1.7342626640759375e-06
1,1,1.7453364831229258e-06
1,1,1.7553283368770031e-06
1,1,1.7642878169455398e-06
1,1,1.7721000852361705e-06
1,1,1.7788194930240976e-06
1,1,1.7845955377424725e-06
1,1,1.7894075756010802e-06
1,1,1.793267231857224e-06
1,1,1.7962480163038072e-06
1,1,1.7983276150770738e-06
1,1,1.7994565751449358e-06
1,1,1.799637759654834e-06
1,1,1.7990486607956972e-06
1,1,1.7976618995009962e-06
1,1,1.7954349596729877e-06
1,1,1.7923764875474272e-06
1,1,1.7883652321709228e-06
1,1,1.783396893715539e-06
1,1,1.7773997833314153e-06
1,1,1.7704178971695318e-06
1,1,1.7624724991126206e-06
1,1,1.7536030581331677e-06
1,1,1.7438909227879173e-06
1,1,1.7332750832395715e-06
1,1,1.7218018197475696e-06
1,1,1.7095663403062094e-06
1,1,1.6966011187707432e-06
1,1,1.6827999420585997e-06
1,1,1.668115921702054e-06
1,1,1.6526281039654656e-06
1,1,1.6363438914665102e-06
1,1,1.619231434078303e-06
1,1,1.601268519387684e-06
1,1,1.5824340374784192e-06
1,1,1.562831050222631e-06
1,1,1.5424835690397126e-06
1,1,1.5213617839836032e-06
1,1,1.4997229742557842e-06
1,1,1.4776258081056598e-06
1,1,1.454935569698416e-06
1,1,1.4317733630919048e-06
1,1,1.408129239914076e-06
1,1,1.3839744279073052e-06
1,1,1.3593299486167322e-06
1,1,1.3341373029192527e-06
1,1,1.3082782907312053e-06
1,1,1.2817874575688653e-06
1,1,1.2548572534485765e-06
1,1,1.2274672829908833e-06
1,1,1.1997280016506276e-06
1,1,1.1716784355513991e-06
1,1,1.1434654178928163e-06
1,1,1.115220361420125e-06
1,1,1.0868115563717798e-06
1,1,1.05822388729315e-06
1,1,1.029462170505449e-06
1,1,1.000528843793182e-06
1,1,9.712831119199885e-07
1,1,9.41657397450279e-07
1,1,9.116739525046692e-07
1,1,8.812522957129941e-07
1,1,8.504242720594022e-07
1,1,8.190926812325015e-07
1,1,7.873111842583888e-07
1,1,7.553324725032257e-07
1,1,7.230645453104862e-07
1,1,6.905460214298767e-07
1,1,6.578777367874005e-07
1,1,6.251030995575233e-07
1,1,5.921314911812517e-07
1,1,5.587598991047581e-07
1,1,5.251451591554374e-07
1,1,4.911738046281969e-07
1,1,4.566844769265948e-07
1,1,4.2163851733201916e-07
1,1,3.861203819647005e-07
1,1,3.50350432733696e-07
1,1,3.142195941799355e-07
1,1,2.776511351509621e-07
1,1,2.408626919219442e-07
1,1,2.040380234311856e-07
1,1,1.6706596939688998e-07
1,1,1.2997476599035277e-07
1,1,9.28985391693874e-08
1,1,5.585954791738859e-08
1,1,1.886677803663008e-08
1,1,-1.8175940061709852e-08
1,1,-5.530457680522252e-08
1,1,-9.250371715149352e-08
1,1,-1.298191491485878e-07
1,1,-1.6728394305948324e-07
1,1,-2.048941803595373e-07
1,1,-2.4257028297213177e-07
1,1,-2.801788021282773e-07
1,1,-3.177468552574563e-07
1,1,-3.554213384168088e-07
1,1,-3.932318027182343e-07
1,1,-4.310791020909192e-07
1,1,-4.689006926586182e-07
1,1,-5.068439469987946e-07
1,1,-5.449612644674499e-07
1,1,-5.830969443726103e-07
1,1,-6.21053696185966e-07
1,1,-6.588595910770384e-07
1,1,-6.963699060554642e-07
1,1,-7.334773229955044e-07
1,1,-7.701337964791999e-07
1,1,-8.061397506841856e-07
1,1,-8.415433467302916e-07
1,1,-8.763725191179837e-07
1,1,-9.10672719993088e-07
1,1,-9.443849013752348e-07
1,1,-9.774777550882922e-07
1,1,-1.010102046494033e-06
1,1,-1.0421852012967804e-06
1,1,-1.0736731137160204e-06
1,1,-1.1046808785082971e-06
1,1,-1.1351894765862695e-06
1,1,-1.16508698555992e-06
1,1,-1.1942021374331489e-06
1,1,-1.2224960861163352e-06
1,1,-1.2498096733396326e-06
1,1,-1.2761551194039245e-06
1,1,-1.3015965063189054e-06
1,1,-1.326102122605487e-06
1,1,-1.3498752895508084e-06
1,1,-1.373054052508044e-06
1,1,-1.3956986120263627e-06
1,1,-1.41775244624026e-06
1,1,-1.4393819043480883e-06
1,1,-1.460659828079009e-06
1,1,-1.4813325293252173e-06
1,1,-1.501382332199962e-06
1,1,-1.5208502249431009e-06
1,1,-1.5396435805448933e-06
1,1,-1.5576453542820807e-06
1,1,-1.5747151833013998e-06
1,1,-1.5907754985339678e-06
1,1,-1.6057900280717212e-06
1,1,-1.619717854544288e-06
1,1,-1.632492097866724e-06
1,1,-1.64415282162492e-06
1,1,-1.6548251600726212e-06
1,1,-1.6644828574513933e-06
1,1,-1.6732108291633703e-06
1,1,-1.6809590623275824e-06
1,1,-1.6877347103196684e-06
1,1,-1.6936478697937678e-06
1,1,-1.6985901344909478e-06
1,1,-1.702484857212937e-06
1,1,-1.7053470199612951e-06
1,1,-1.7071932831029863e-06
1,1,-1.707894113641684e-06
1,1,-1.7075242051318688e-06
1,1,-1.7062133483825864e-06
1,1,-1.7038540124949092e-06
1,1,-1.7004994587405804e-06
1,1,-1.696272604765136e-06
1,1,-1.6912522818143153e-06
1,1,-1.6854621311748962e-06
1,1,-1.6790028799958373e-06
1,1,-1.6719494526933812e-06
1,1,-1.6642377539895936e-06
1,1,-1.6559015966162268e-06
1,1,-1.646943827103675e-06
1,1,-1.6371971115793415e-06
1,1,-1.626407980352223e-06
1,1,-1.6145588866673717e-06
1,1,-1.6017658737635172e-06
1,1,-1.5879878091077149e-06
1,1,-1.5732242882114254e-06
1,1,-1.5575479608540822e-06
1,1,-1.5410260462052577e-06
1,1,-1.523673879873156e-06
1,1,-1.505559017188902e-06
1,1,-1.48677057777902e-06
1,1,-1.4673123058771477e-06
1,1,-1.447239640970684e-06
1,1,-1.4267182482017918e-06
1,1,-1.4056736151282614e-06
1,1,-1.3841375656688018e-06
1,1,-1.3622465747630151e-06
1,1,-1.3398068440472197e-06
1,1,-1.316772331400526e-06
1,1,-1.2930575366111958e-06
1,1,-1.2688343166880269e-06
1,1,-1.2441949114653565e-06
1,1,-1.2190973480154336e-06
1,1,-1.1935557563424045e-06
1,1,-1.1675453357528288e-06
1,1,-1.1411807860869991e-06
1,1,-1.1145078777871286e-06
1,1,-1.0875410105243918e-06
1,1,-1.0602576258030948e-06
1,1,-1.0325700507750608e-06
1,1,-1.0046000697104891e-06
1,1,-9.763989433551651e-07
1,1,-9.478668485544224e-07
1,1,-9.19174248623274e-07
1,1,-8.903780345247065e-07
1,1,-8.613510503161652e-07
1,1,-8.32050011712571e-07
1,1,-8.023990146074669e-07
1,1,-7.723791332601162e-07
1,1,-7.420352854060695e-07
1,1,-7.113419053247824e-07
1,1,-6.803602399554132e-07
1,1,-6.490892406153461e-07
1,1,-6.173416366090741e-07
1,1,-5.852096161237051e-07
1,1,-5.528144372316878e-07
1,1,-5.200291165388847e-07
1,1,-4.86772381680161e-07
1,1,-4.531517404954379e-07
1,1,-4.191889306326303e-07
1,1,-3.847369541161423e-07
1,1,-3.499160881772277e-07
1,1,-3.1483478061745933e-07
1,1,-2.795061318939686e-07
1,1,-2.439203959767126e-07
1,1,-2.0798609540559937e-07
1,1,-1.7172946086273298e-07
1,1,-1.3527713282292536e-07
1,1,-9.868710345614567e-08
1,1,-6.184524840455725e-08
1,1,-2.4860220707092195e-08
1,1,1.2150102659934831e-08
1,1,4.926005442883657e-08
1,1,8.64406761796319e-08
1,1,1.2377878324497084e-07
1,1,1.6112393141119285e-07
1,1,1.9843913904834038e-07
1,1,2.358285509614813e-07
1,1,2.732348275686476e-07
1,1,3.106194220541544e-07
1,1,3.479961296557032e-07
1,1,3.854196504023145e-07
1,1,4.228443058944096e-07
1,1,4.6041084766413787e-07
1,1,4.980222603368919e-07
1,1,5.356210226394554e-07
1,1,5.732687157408928e-07
1,1,6.10752430174351e-07
1,1,6.479792678134052e-07
1,1,6.850205460877698e-07
1,1,7.218847084059785e-07
1,1,7.58501759403902e-07
1,1,7.949942057279651e-07
1,1,8.313941585612268e-07
1,1,8.675551865295844e-07
1,1,9.034228274074792e-07
1,1,9.389239607795996e-07
1,1,9.739937100837453e-07
1,1,1.0085322326260723e-06
1,1,1.042416950939546e-06
1,1,1.0754575778457377e-06
1,1,1.1077351366401032e-06
1,1,1.139298955727834e-06
1,1,1.170016464718016e-06
1,1,1.1999429388704636e-06
1,1,1.22902396121432e-06
1,1,1.2572753318868018e-06
1,1,1.284909760772484e-06
1,1,1.3119846636113044e-06
1,1,1.3384396809565811e-06
1,1,1.3642561077656643e-06
1,1,1.3895617115534468e-06
1,1,1.4142930458782635e-06
1,1,1.4383875067469192e-06
1,1,1.4619982413784044e-06
1,1,1.4848602902000672e-06
1,1,1.5069442962760303e-06
1,1,1.528333445772687e-06
1,1,1.5488322266039583e-06
1,1,1.5684844536731715e-06
1,1,1.5874077701306682e-06
1,1,1.6055728731151618e-06
1,1,1.6228894580434444e-06
1,1,1.6393840163871567e-06
1,1,1.655130529296616e-06
1,1,1.6702116012457763e-06
1,1,1.6845205886503266e-06
1,1,1.6980797816428789e-06
1,1,1.7109656145830092e-06
1,1,1.7228847870972604e-06
1,1,1.733778424384784e-06
1,1,1.743676449772561e-06
1,1,1.752492952591802e-06
1,1,1.7601083457781164e-06
1,1,1.7663939141138195e-06
1,1,1.771348252647969e-06
1,1,1.7751977714440407e-06
1,1,1.77815444581987e-06
1,1,1.7801374424995542e-06
1,1,1.781177880027178e-06
1,1,1.7813012575757344e-06
