sim,ref_pos,ref_neg
-0.0002488169043032074,0.0011321414177309,-0.0011120800604166
-0.00025786660811754367,0.0011116281083335,-0.0010865156487595
-0.00026674685023148406,0.0010889085496559,-0.0010588785155403
-0.00027545196687113065,0.0010640317149906,-0.0010292320318894
-0.0002839763990236222,0.0010370477717877,-0.0009976411025826
-0.0002923146960199214,0.0010080128445726,-0.000964168336626
-0.00030046151907760725,0.0009769940266157,-0.0009288756340568
-0.0003084116448006756,0.0009440612168356,-0.0008918226004328
-0.0003161599686333471,0.0009092768300567,-0.0008530699543709
-0.000323701508264887,0.0008727042161607,-0.000812692489297
-0.00033103140698245086,0.000834413651858,-0.0007707831273173
-0.00033814493696898224,0.0007944778093394,-0.0007274384772503
-0.00034503750254320754,0.0007529689990418,-0.0006827457732803
-0.0003517046433387912,0.0007099639795288,-0.0006367855130839
-0.000358142037419737,0.0006655538888191,-0.0005896394723209
-0.00036434550432914444,0.0006198398730981,-0.0005413968326487
-0.00037031100806845336,0.0005729176168205,-0.00049215720686
-0.0003760346600043316,0.0005248700358851,-0.0004420216582194
-0.00038151272170038834,0.0004757788698571,-0.0003910827933894
-0.00038674160767091377,0.0004257388605254,-0.0003394276138639
-0.0003917178880538711,0.0003748564970551,-0.0002871487227796
-0.00039643829120038335,0.0003232373077584,-0.0002343508155311
-0.0004008997061779771,0.0002709784910067,-0.0001811443745623
-0.00040509918518485814,0.0002181744492949,-0.0001276377579512
-0.00040903394587250835,0.0001649225018466,-5.046546843174667e-05
-0.00041270137357389997,0.0001113238416613,-7.3935518724412e-05
-0.00041609902343463055,5.748409960738538e-05,-2.0139597534238067e-05
-0.00041922462244428383,3.5158234362862084e-06,-0.0001043522375069
-0.0004220760713653209,3.364666562827476e-05,-0.0001580453390698
-0.00042465144655680104,8.731650506438928e-05,-0.0002114440810507
-0.0004269490016902245,0.0001407632664957,-0.0002644438787571
-0.00042896716935477786,0.0001938877587533,-0.0003169415435642
-0.00043070456254924917,0.0002465993359106,-0.0003688396023086
-0.0004321599760578635,0.0002988060545407,-0.0004200421069954
-0.0004333323877072714,0.0003504066218842,-0.0004704508685605
-0.00043422095950190385,0.0004012949400291,-0.0005199682196667
-0.0004348250386348868,0.0004513648364063,-0.0005684953155992
-0.0004351441583716909,0.0005005104275696,-0.0006159280768043
-0.00043517803880367304,0.0005486331567378,-0.0006621637336938
-0.0004349265874686566,0.0005956456090475,-0.000707112533577
-0.0004343898998356846,0.0006414635107438,-0.0007506933343163
-0.0004335682596510844,0.0006859975388957,-0.0007928230235153
-0.00043246213914298614,0.0007291576062117,-0.0008334160483409
-0.000431072199081461,0.000770863929925,-0.000872392569279
-0.0004293992886914794,0.0008110465044472,-0.00090968103258
-0.0004274444454159396,0.0008496329947776,-0.0009452117506853
-0.0004252088945260927,0.0008865451124793,-0.000978914257356
-0.0004226940485767848,0.0009217079075824,-0.0010107199342329
-0.00041990150670406144,0.0009550530638886,-0.0010405634514257
-0.000416833053762833,0.0009865138529749,-0.0010683832747107
-0.00041349065930248964,0.0010160252733165,-0.0010941221140764
-0.00040987647637857904,0.001043526327887,-0.0011177269302121
-0.00040599284019892816,0.0010689631523145,-0.0011391488185992
-0.00040184226660289934,0.0010922902883,-0.001158345599533
-0.0003974274503728288,0.0011134712081766,-0.0011752846052957
-0.000392751263377099,0.0011324731065739,-0.0011899400290198
-0.0003878167525447489,0.0011492605559635,-0.0012022856762666
-0.00038262713767203054,0.0011637965171916,-0.0012122941894159
-0.00037718580906186794,0.0011760510667689,-0.001219944642062
-0.00037149632499777194,0.0011860077303413,-0.0012252258950595
-0.0003655624090544041,0.0011936549244496,-0.0012281281602205
-0.0003593879472476582,0.0011989750331351,-0.001228634536425
-0.0003529769850278351,0.0012019457952082,-0.0012267303205985
-0.00034633372412021815,0.0012025549707242,-0.0012224201655605
-0.0003394625192181001,0.0012008082230274,-0.0012157295817605
-0.0003323678745340584,0.0011967202863954,-0.0012066849366489
-0.0003250544402160124,0.0011903076067725,-0.0011952999112146
-0.0003175270086353113,0.0011815871477929,-0.0011815863146891
-0.0003097905105547753,0.0011705754268564,-0.0011655689976536
-0.0003018500111852398,0.0011572882381697,-0.0011472806734776
-0.00029371070613970805,0.0011417440025994,-0.0011267535237948
-0.0002853779172947012,0.0011239740695096,-0.0011040260043745
-0.00027685708856877464,0.0011040240504695,-0.0010791439395873
-0.00026815378162845524,0.0010819387958889,-0.001052154135556
-0.0002592736715320203,0.0010577582422739,-0.001023104651167
-0.000250222542321585,0.0010315285701247,-0.0009920537707644
-0.00024100628257388892,0.0010033085593842,-0.0009590738829513
-0.00023163088091996423,0.0009731640146425,-0.0009242377504763
-0.0002221024215435428,0.0009411609014367,-0.0008876108194518
-0.000212427079667607,0.000907365784811,-0.0008492613271095
-0.00020261111703793233,0.0008718444528734,-0.0008092660391719
-0.00019266087741180975,0.0008346613349957,-0.0007677029972078
-0.00018258278205939007,0.0007958844438315,-0.0007246474907528
-0.00017238332528427883,0.0007555901122393,-0.0006801795401247
-0.00016206906996914174,0.0007138583619881,-0.0006343881571281
-0.0001516466431511807,0.000670768197952,-0.000587363190864
-0.00014112273163142426,0.00062640341504,-0.0005391933118328
-0.00013050407762086415,0.0005808595025372,-0.000489974873574
-0.00011979747442557984,0.0005342372681611,-0.0004398110980753
-0.00010900976217214206,0.0004866322170277,-0.0003888035469968
-9.814782357378684e-05,0.0004381346710401,-0.0003370467771196
-8.721857973711967e-05,0.0003888347493027,-0.0002846318545364
-7.622898600845264e-05,0.0003388223853843,-0.0002316520184738
-6.518602785830424e-05,0.0002881893387993,-0.0001782078844887
-5.4096716802107374e-05,0.0002370333151036,-0.0001244074134684
-4.296808635477785e-05,0.000185455823537,-7.035863124813272e-05
-3.1807188016494445e-05,0.0001335585755554,-1.6163939440007822e-05
-2.0621087286828954e-05,3.8075868894344784e-05,-2.297491536332655e-05
-9.416859704238692e-06,8.144696489500078e-05,-7.507864729478262e-05
1.7984130921123903e-06,9.22519367441563e-05,-0.0001269884989878
1.3017647281210274e-05,2.923276087361422e-05,-0.0001786095617077
2.4233760762637697e-05,0.0001462513474062,-0.0002298384140696
3.543967704537222e-05,0.0001999666930739,-0.0002805683974156
4.6628329125495346e-05,0.0002532987496341,-0.0003306966263976
5.779266335513039e-05,0.0003061505667952,-0.0003801293719424
6.892564330465191e-05,0.0003584227977304,-0.0004287818460149
8.002025361990994e-05,0.0004100162459257,-0.0004765676751104
9.106950387589556e-05,0.000460832494865,-0.0005233880469979
0.0001020664324279468,0.0005107743751559,-0.0005691347240081
0.00011300411026126254,0.0005597484911413,-0.0006137036930117
0.0001238756448391614,0.0006076626325567,-0.0006570079767699
0.00013467418395019787,0.0006544219353314,-0.0006989749879974
0.00014539291955393248,0.0006999286551341,-0.0007395350221994
0.00015602509162485114,0.0007440883818037,-0.0007786129674763
0.00016656399199364068,0.000786812671754,-0.0008161304251009
0.00017700296818475882,0.0008280172128547,-0.0008520144339596
0.00018733542724898514,0.0008676245710636,-0.0008861983615075
0.0001975548395894081,0.0009055650452348,-0.0009186154944134
0.0002076547427790909,0.0009417729535584,-0.0009491974485676
0.0002176287453684678,0.0009761815336237,-0.0009778814580936
0.0002274705306803497,0.0010087209548897,-0.0010046135406254
0.0002371738605902652,0.0010393218112388,-0.0010293390960762
0.00024673257928972865,0.0010679198488843,-0.0010519998815656
0.00025614061702990983,0.0010944587491101,-0.0010725479821312
0.00026539199384308,0.0011188900769101,-0.0010909558361868
0.00027448082323912397,0.0011411682914691,-0.0011072064659842
0.0002834013158743382,0.0011612453487239,-0.0011212724564063
0.00029214778318967813,0.0011790749536558,-0.0011331128204164
0.00030071464101557254,0.0011946247229526,-0.0011426924746028
0.00030909641314039106,0.0012078792656629,-0.0011499985890646
0.00031728773483962516,0.0012188263383266,-0.001155033759641
0.00032528335636283003,0.0012274414987782,-0.0011577939213083
0.0003330781463753675,0.0012336951641486,-0.0011582589330798
0.0003406670953519896,0.0012375731112773,-0.0011564122824166
0.00034804531891930904,0.0012390795079815,-0.0011522617484232
0.0003552080611442135,0.0012382179830225,-0.0011458315892594
0.0003621506977652956,0.0012349794455586,-0.0011371436677898
0.0003688687393643895,0.0012293567341233,-0.0011262148005337
0.0003753578344753245,0.0012213608477111,-0.0011130658870712
0.00038161377262703195,0.0012110155101328,-0.001097722175577
0.00038763248731816244,0.0011983439325344,-0.0010802096032703
0.00039341005892039777,0.0011833719800623,-0.0010605599108008
0.00039894271750766554,0.0011661362184888,-0.0010388145355576
0.0004042268456084895,0.0011466767972514,-0.0010150227131447
0.00040925898087873155,0.0011250263043594,-0.0009892331448203
0.0004140358186920039,0.0011012176934151,-0.000961492156296
0.00041855421464504817,0.0010752977453313,-0.0009318543865102
0.0004228111869754002,0.001047323382398,-0.0009003870376772
0.0004268039188886681,0.0010173504475903,-0.0008671647487401
0.00043052976079277104,0.0009854335977439,-0.0008322606784585
0.0004339862324364885,0.0009516378535761,-0.0007957416484501
0.0004371710249496815,0.0009160407210466,-0.0007576717240295
0.00044008200278254514,0.0008787218658373,-0.0007181203948196
0.00044271720554125396,0.0008397551077837,-0.000677163805586
0.0004450748497173573,0.0007992111887921,-0.0006348793469683
0.0004471533303082701,0.0007571635273016,-0.0005913487169476
0.0004489512223262001,0.0007136930056516,-0.0005466640982668
0.00045046728219283173,0.0006688852699348,-0.0005009204586633
0.00045170044901707653,0.0006228272723874,-0.0004542061802757
0.00045264984575317806,0.0005756077840795,-0.000406607474126
0.00045331478023644155,0.0005273200188264,-0.0003582194378158
0.0004536947460938401,0.0004780609512965,-0.0003091437928518
0.0004537894235267279,0.0004279271205528,-0.0002594784198724
0.00045359867996287815,0.0003770158309689,-0.000209316992078
0.000453122570575048,0.0003254276714403,-0.0001587516377599
0.0004523613386632668,0.0002732642040595,-0.0001078730104883
0.000451315415898044,0.0002206235672926,-5.677398392879159e-05
0.0004499854224217023,0.0001676033792419,-5.558292742146995e-06
0.000448372166805064,0.0001143045253249,-4.6262354418461815e-05
0.0004464766458567552,6.082718726134615e-05,-9.96623610264957e-05
0.0004443000442824457,7.270643738928486e-06,-0.0001528172359318
0.00044184373419141917,4.565974661982436e-05,-0.0002056197057138
0.00043910927444796503,9.677062225197248e-05,-0.0002579674480709
0.00043609840986521425,0.00014767722589,-0.000309762738736
0.00043281307023919314,0.0001982862095555,-0.0003609127863528
0.0004292553692210679,0.0002485014318345,-0.0004113252370354
0.00042542760302577773,0.0002982290415927,-0.0004609031519555
0.00042133224897552906,0.0003473782468079,-0.0005095498678674
0.00041697196387693565,0.0003958529306419,-0.0005571772075324
0.00041234958223095307,0.0004435532119531,-0.0006036983390246
0.00040746811427516374,0.0004903870152225,-0.0006490156444765
0.0004023307438584271,0.0005362698771992,-0.0006930256131437
0.00039694082614841734,0.000581110337318,-0.0007356375910776
0.00039130188517312505,0.0006248081163176,-0.000776779575265
0.0003854176111980008,0.0006672700296117,-0.0008163823084248
0.0003792918579410616,0.0007084196900156,-0.0008543682680862
0.0003729286396289585,0.000748186209106,-0.00089065932505
0.0003663321278977167,0.00078648908632,-0.000925187172772
0.0003595066485425888,0.0008232424352414,-0.000957891577593
0.0003524566781222066,0.0008583716213502,-0.0009887135317667
0.0003451868404229622,0.0008918186868879,-0.0010175951496022
0.0003377019027902835,0.0009235308633966,-0.0010444819985807
0.000330006772334176,0.0009534482107943,-0.0010693208198534
0.0003221064920170778,0.0009815051706407,-0.0010920571926848
0.0003140062366326851,0.001007641362969,-0.0011126385495004
0.00030571130868496183,0.0010318032294874,-0.0011310214518541
0.0002972271341770084,0.0010539388157239,-0.001147174518787
0.00028855925831984346,0.0010740004390117,-0.0011610729034661
0.00027971334117141627,0.001091951218558,-0.0011726956932438
0.000270695153216322,0.001107761613505,-0.0011820278717219
0.00026151057089672454,0.0011214046959309,-0.0011890600551087
0.00025216557210489655,0.0011328572874943,-0.0011937812067304
0.00024266623164756606,0.0011421029349907,-0.0011961753162784
0.00023301871669191538,0.0011491273758695,-0.0011962317530674
0.0002232292822026147,0.0011539100335232,-0.0011939507769295
0.00021330426637870007,0.001156431775545,-0.0011893392082093
0.0002032500860984345,0.0011566879266986,-0.0011824054849478
0.00019307323237953612,0.001154684638416,-0.0011731641455089
0.00018278026586133366,0.0011504271120803,-0.0011616373927851
0.00017237781231453625,0.0011439187276891,-0.0011478481592727
0.00016187255818340008,0.0011351690260359,-0.0011318210865721
0.00015127124616415562,0.0011241958672118,-0.0011135906990715
0.00014058067082264926,0.001111022632993,-0.0010932053775549
0.0001298076742532632,0.0010956802894817,-0.0010707156410708
0.00011895914178033176,0.0010782083122609,-0.001046162868457
0.00010804199770247789,0.0010586455509365,-0.0010195844965764
9.70632010795687e-05,0.0010370238824142,-0.0009910307398201
8.602974156133947e-05,0.0010133757046305,-0.0009605681722796
7.494863525617077e-05,0.0009877447165323,-0.000928266172833
6.382692063802817e-05,0.0009601870444244,-0.0008941882151115
5.267165448918985e-05,0.0009307641550511,-0.0008583966895657
4.14899078760944e-05,0.0008995369151129,-0.0008209638022074
3.0288762155437434e-05,0.0008665649242812,-0.0007819729127281
1.907530500752738e-05,0.000831912618989,-0.0007415097200453
7.856626493871623e-06,0.0007956545673993,-0.00069965558878
-3.3601848640017667e-06,0.0007578701196658,-0.0006564887403673
-1.4568045987382458e-05,0.0007186360785875,-0.0006120842258064
-2.575988312761598e-05,0.0006780250685939,-0.0005665213095116
-3.692863574027642e-05,0.000636108840418,-0.0005198902169882
-4.806726034856379e-05,0.0005929621770786,-0.0004722879289188
-5.916873439793983e-05,0.0005486644053198,-0.000423812841284
-7.022606010371535e-05,0.0005033020627374,-0.0003745615968094
-8.123226829298596e-05,0.000456968485087,-0.0003246307789895
-9.218042224198565e-05,0.0004097621562043,-0.0002741208663909
-0.00010306362150959861,0.0003617806146163,-0.0002231341298434
-0.00011387500576743995,0.0003131155578726,-0.0001717704418572
-0.0001246077586265945,0.0002638561157181,-0.0001201296316927
-0.00013525511146079007,0.0002140925717107,-6.831198134426794e-05
-0.00014581034722548216,0.0001639196528191,-1.641357413620886e-05
-0.00015626680427204432,0.0001134365130594,-3.889161689682688e-05
-0.00016661788015599093,6.274268043430447e-05,-8.963957357537903e-05
-0.00017685703543791212,3.547408151100481e-05,-0.0001402091433481
-0.0001869777974755735,1.193477203448312e-05,-0.0001904961212146
-0.0001969737642054233,8.72557266031438e-05,-0.00024039610046
-0.00020683860791156355,0.0001388247015054,-0.0002898141344753
-0.00021656607898007122,0.000190068145695,-0.0003386663750199
-0.00022615000963640755,0.0002408769108134,-0.0003868660811271
-0.00023558431766352184,0.0002911513833577,-0.0004343160251576
-0.00024486301009814243,0.0003408022031658,-0.0004809193569799
-0.00025398018690265145,0.0003897401286084,-0.0005265911122016
-0.0002629300446098567,0.0004378689826869,-0.0005712538787524
-0.0002717068799379084,0.0004850886573624,-0.0006148239431343
-0.00028030509337255395,0.0005313058411344,-0.0006572055742549
-0.00028871919271388163,0.0005764405122551,-0.0006983017186708
-0.000296943796584673,0.0006204161223438,-0.0007380268760849
-0.0003049736378974631,0.0006631470777231,-0.0007763093711458
-0.0003128035672773947,0.0007045392382488,-0.0008130843512692
-0.00032042855643794817,0.0007444993876446,-0.0008482855540666
-0.00032784370150662923,0.0007829425898495,-0.0008818435932058
-0.0003350442262977076,0.0008197965883144,-0.000913691118212
-0.00034202548552910805,0.0008550000272533,-0.0009437688489392
-0.0003487829679805748,0.0008884920798319,-0.0009720228113503
-0.000355312299590249,0.0009202092595146,-0.0009983998772068
-0.0003616092464868221,0.0009500916178367,-0.0010228479011122
-0.0003676697179544496,0.0009780844162209,-0.0010453184947082
-0.0003734897693276386,0.001004134073363,-0.0010657658220979
-0.00037906560481334534,0.0010281836635612,-0.0010841455916631
-0.0003843935802375449,0.0010501788318161,-0.001100419407582
-0.0003894702057135631,0.0010700756460392,-0.0011145582390769
-0.00039429214822947993,0.001087839105552,-0.001126541258406
-0.0003988562341519416,0.00110343785665,-0.0011363523907973
-0.00040315945164373385,0.0011168407149642,-0.0011439776698223
-0.0004071989529924914,0.0011280162886943,-0.001149402567425
-0.00041097205684793235,0.0011369391443023,-0.0011526156680785
-0.0004144762503650175,0.0011435983105874,-0.001153611654075
-0.0004177091912504473,0.0011479942376098,-0.0011523906626801
-0.0004206687097099124,0.0011501269333327,-0.0011489540060825
-0.0004233528102935179,0.0011499894516629,-0.001143299865186
-0.0004257596736367993,0.0011475754281441,-0.0011354295448363
-0.0004278876580947463,0.0011428899396105,-0.001125358739291
-0.000429735301266238,0.0011359444498073,-0.0011131174195462
-0.0004313013214062886,0.001126747503443,-0.0010987397543239
-0.0004325846187234819,0.0011153096882116,-0.0010822576503187
-0.0004335842765599627,0.0011016535642296,-0.0010637047697056
-0.00043429956245133065,0.0010858131100528,-0.0010431201147556
-0.0004347299290637661,0.0010678274649691,-0.0010205450556953
-0.0004348750150056968,0.0010477387587896,-0.0009960235519281
-0.00043473464551129507,0.001025593001176,-0.0009696023884902
-0.00043430883299308223,0.0010014370189651,-0.0009413359989576
-0.0004335977774609015,0.0009753139750044,-0.0009112881162019
-0.0004326018668045155,0.0009472655162979,-0.0008795192744624
-0.0004313216769370862,0.0009173416503967,-0.0008460848455204
-0.00042975797179680504,0.0008856098829461,-0.0008110482599999
-0.00042791170320396305,0.000852150117124,-0.0007744892348184
-0.0004257840105707924,0.0008170352760878,-0.0007364929233547
-0.00042337622046146185,0.0007803239601103,-0.0006971326332922
-0.00042068984599969215,0.0007420769235529,-0.0006564743605749
-0.00041772658612155276,0.0007023765472552,-0.0006145949634495
-0.0004144883246711361,0.000661319002205,-0.0005715835730041
-0.0004109771293369636,0.0006189909450079,-0.0005275262659221
-0.0004071952504271753,0.0005754679000539,-0.0004824997547671
-0.0004031451194817877,0.0005308277111782,-0.0004365821521236
-0.0003988293477205808,0.000485155992459,-0.0003898648668809
-0.0003942507243254951,0.000438539310076,-0.0003424481620992
-0.0003894122145567835,0.0003910626727921,-0.0002944307595039
-0.0003843169577025803,0.0003428195563056,-0.0002459094800288
-0.00037896826486200866,0.0002939128627687,-0.0001969806832776
-0.0003733696165624627,0.000244445517329,-0.0001477361390077
-0.00036752466021225887,0.0001945168430648,-7.849195686860156e-06
-0.0003614372073904559,0.0001442249562898,-9.82626453407246e-05
-0.00035511123097628874,9.366864668993524e-05,-5.861667016853543e-05
-0.0003485508621213451,4.294524036730733e-05,-4.864929826944123e-05
-0.0003417603870683244,1.0065562020369609e-06,-0.0001092580025891
-0.000334744243820951,5.060482936374823e-05,-0.0001596777773537
-0.000327507018670359,0.0001000505678306,-0.0002097829996836
-0.00032005344258400725,0.0001492501816787,-0.0002594783365557
-0.0003123883874639152,0.0001981064427547,-0.0003086621317813
-0.00030451686228171425,0.0002465185432026,-0.0003572285002696
-0.0002964440090986728,0.0002943872699164,-0.0004050738787884
-0.0002881750989794621,0.0003416204605486,-0.0004521038562265
-0.00027971552780896964,0.0003881336694829,-0.0004982386359123
-0.0002710708120219228,0.0004338490636078,-0.0005434032371252
-0.00026224658425544627,0.0004786853049728,-0.0005875106087963
-0.000253248588934931,0.0005225506695156,-0.0006304623327455
-0.0002440826778037297,0.0005653540625873,-0.0006721678748786
-0.00023475480540721116,0.0006070165666097,-0.0007125538227642
-0.00022527102454159532,0.0006474640381297,-0.0007515494729352
-0.00021563748167775478,0.0006866139123721,-0.0007890741340735
-0.00020586041236980964,0.0007243820968391,-0.0008250428957121
-0.0001959461366578641,0.0007606966952098,-0.0008593785261499
-0.00018590105447364847,0.0007954943285468,-0.000892012573344
-0.00017573164105714648,0.0008287057503409,-0.0009228824858337
-0.0001654444423915227,0.0008602608041148,-0.0009519352869184
-0.00015504607066283379,0.000890106146414,-0.0009791276612303
-0.0001445431997501276,0.000918203408712,-0.0010044137939849
-0.0001339425607506248,0.0009445058667171,-0.0010277354955902
-0.00012325093754375895,0.000968953421735,-0.0010490344691381
-0.00011247516239693852,0.000991489769107,-0.0010682707503902
-0.00010162211161500932,0.0010120702224461,-0.0010854171510671
-9.069870123455174e-05,0.0010306575787356,-0.0011004412043179
-7.97118827633595e-05,0.0010472143783586,-0.0011133030965498
-6.866863896472742e-05,0.0010617042500309,-0.0011239688896091
-5.757597968553424e-05,0.0010740987886972,-0.0011324181924137
-4.644093772655025e-05,0.0010843814146691,-0.0011386418086375
-3.52705647529321e-05,0.0010925449108541,-0.0011426372629449
-2.4071927242492325e-05,0.0010985832007667,-0.0011444037684079
-1.2852102469046257e-05,0.0011024857328116,-0.0011439377757728
-1.6181745179438529e-06,0.0011042419616078,-0.0011412324818328
9.622769669217125e-06,0.0011038482835355,-0.0011362852772383
2.0863644223732154e-05,0.0011013058260902,-0.0011291073980346
3.209736825578083e-05,0.0010966172223335,-0.0011197205687112
4.3316869740158945e-05,0.0010897899412549,-0.001108145012694
5.4515089384482755e-05,0.0010808394257409,-0.0010943987270713
6.568498448238852e-05,0.0010697861832467,-0.0010785032121248
7.681953275400356e-05,0.0010566525173292,-0.001060485862641
8.791173617568678e-05,0.0010414647592715,-0.0010403801215042
9.895462480073639e-05,0.0010242587646204,-0.001018228374293
0.00010994126057244534,0.0010050787085245,-0.0009940858955318
0.00012086474113056035,0.0009839730947651,-0.0009680161895325
0.00013171820361187057,0.000960992052758,-0.0009400758418373
0.00014249482844532694,0.0009361809509175,-0.0009103094568874
0.0001531878431417725,0.0009095824337843,-0.0008787622636575
0.00016379052607805485,0.000881246802526,-0.0008454932983406
0.00017429621027499655,0.0008512349672291,-0.0008105770803942
0.00018469828716841815,0.0008196113413781,-0.0007740906529353
0.00019499021037214652,0.0007864383318584,-0.0007361048189025
0.00020516549943169797,0.0007517782954027,-0.0006966907366541
0.00021521774356709982,0.0007157027816023,-0.0006559266314531
0.00022514060540311152,0.0006782940100304,-0.0006138988256464
0.00023492782468492103,0.0006396351755429,-0.0005706955046926
0.00024457322197722733,0.0005998034038027,-0.000526400856818
0.0002540707023444746,0.000558868185372,-0.0004810960749768
0.000263414259009875,0.0005168985122562,-0.000434861420272
0.0002725979769907487,0.0004739743847969,-0.0003877821665362
0.00028161603670761296,0.000430189272027,-0.0003399518105234
0.0002904627175643769,0.0003856386221308,-0.0002914671588578
0.0002991324014969313,0.0003404092184348,-0.0002424217729879
0.0003076195764873736,0.0002945841665165,-0.0001929074008025
0.0003159188400410671,0.0002482533315771,-0.0001430220685628
0.00032402490262370626,0.0002015136836324,-9.28686934119715e-05
0.0003319325910555398,0.0001544624463104,-4.254809347279177e-05
0.000339636851859892,0.0001071916910291,-3.502829341502591e-05
0.0003471327545631235,7.841880802006455e-06,-8.226294720209296e-05
0.00035441549494317104,5.979119740221788e-05,-0.0001292685597224
0.00036148039822381917,5.8204634831592304e-05,-0.0001759613398851
0.0003683229222118691,1.2353135653911129e-05,-0.0002222455763183
0.0003749386603743872,0.000108443566347,-0.0002680173673866
0.0003813233448532393,0.0001584625842416,-0.0003131804865771
0.0003874728494141358,0.00020817000117,-0.0003576489486816
0.00039338319232744214,0.0002574781946024,-0.0004013384685598
0.0003990505391780327,0.0003062966876973,-0.0004441658828465
0.0004044712056014926,0.0003545247101914,-0.0004860551127911
0.00040964165994399927,0.0004020566411368,-0.0005269319284758
0.0004145585258432404,0.0004487934959337,-0.0005667143682895
0.0004192185847277492,0.0004946479682271,-0.0006053214645176
0.00042361877823206105,0.0005395410693012,-0.0006426838210721
0.0004277562105251162,0.0005833935459701,-0.0006787346292911
0.00043162815054935134,0.0006261220929128,-0.0007133969393811
0.00043523203416793814,0.000667641143466,-0.0007465903678496
0.0004385654662176403,0.000707868479302,-0.0007782486089084
0.0004416262224647686,0.000746729360888,-0.0008083194026319
0.00044441225146172014,0.0007841539567802,-0.0008367481921944
0.00044692167630159006,0.0008200680820196,-0.0008634778680066
0.00044915279626834274,0.0008543898399728,-0.0008884626364012
0.0004511040883800244,0.000887041909583,-0.0009116651901806
0.0004527742088224904,0.0009179651456238,-0.000933041793494
0.0004541619942711102,0.0009471113506275,-0.0009525434360471
0.000455266463097897,0.0009744278011016,-0.0009701285554095
0.00045608681646149376,0.0009998591688328,-0.0009857650432613
0.0004566224392774275,0.0010233591783572,-0.0009994198532095
0.0004568729010660241,0.0010448901115202,-0.0010110583890607
0.0004568379566753591,0.001064412858319,-0.0010206565580246
0.0004565175468765955,0.0010818849165231,-0.0010282038802252
0.00045591179882904933,0.0010972679581778,-0.0010336967358565
0.00045502102641230865,0.0011105324507813,-0.0010371296302751
0.00045384573042272337,0.0011216533007695,-0.0010384970104503
0.00045238659863158895,0.0011306067143767,-0.0010377998293574
0.0004506445057023537,0.0011373755627087,-0.0010350448250087
0.00044862051296420675,0.0011419495258464,-0.0010302377689106
0.00044631586803943967,0.0011443201871756,-0.0010233813229838
0.0004437320043220348,0.0011444857270881,-0.0010144812081699
0.00044087054030501064,0.0011424526868713,-0.0010035533577016
0.0004377332787541584,0.0011382304075514,-0.0009906245891453
0.00043432220572593684,0.0011318292008709,-0.0009757270113794
0.0004306394894274535,0.0011232606709865,-0.0009588965754805
0.0004266874789166623,0.001112537131848,-0.0009401696914834
0.0004224687026411429,0.0010996698432351,-0.0009195836702477
0.000417985866814106,0.0010846750546614,-0.0008971825683439
0.0004132418536265922,0.0010675861312259,-0.0008730199459111
0.00040823971929520344,0.0010484504656318,-0.0008471527019983
0.0004029826919451206,0.001027315013554,-0.0008196311480181
0.0003974741693286316,0.0010042183183559,-0.0007905003374983
0.0003917177163799067,0.0009791989350606,-0.0007598127535621
0.00038571706260732264,0.0009523107877874,-0.0007276368337317
0.0003794760993252447,0.0009236213189372,-0.0006940490525962
0.00037299887672782503,0.0008931977606578,-0.0006591181236846
0.0003662896008080582,0.0008610990634039,-0.000622904156157
0.0003593526301260488,0.0008273794230372,-0.0005854734490507
0.00035219247243117977,0.0007920978166255,-0.0005469052786092
0.00034481378114360826,0.0007553256662427,-0.0005072872087109
0.000337221351701261,0.0007171420127818,-0.0004667055645567
0.00032942011777922347,0.0006776233101407,-0.0004252394113698
0.0003214151473891194,0.0006368419789424,-0.0003829618822716
0.0003132116388667283,0.000594878005208,-0.0003399442097044
0.00030481491675669404,0.0005518226359739,-0.0002962632970612
0.0002962304276036994,0.0005077669415767,-0.0002520064548276
0.00028746373565993164,0.0004627963817198,-0.0002072729143264
0.0002785205185190062,0.000416993973939,-0.0001621658435016
0.00026940656268675676,0.0003704455761246,-0.0001167796862291
0.00026012775909942175,0.0003232384898401,-7.119874488555815e-05
0.0002506900985997564,0.000275459727623,-1.783188849265098e-05
0.0002410996673814742,0.0002272008424106,-2.550494982113594e-05
0.00023136264241216742,0.0001785620777265,-6.691446547238273e-05
0.00022148528684448203,0.0001296450040246,-0.000115798837539
0.00021147394542482905,8.054493681827632e-05,-0.0001643921247651
0.000201335039908314,3.135392778920521e-05,-0.0002126041580426
0.00019107506448787177,2.021443122526628e-05,-0.0002603460824349
0.00018070058124481706,6.586702577640611e-05,-0.0003075278433751
0.0001702182156271809,0.0001113616184099,-0.0003540577913756
0.00015963465196131777,0.0001566122410611,-0.0003998444792487
0.00014895662900135353,0.0002015373591789,-0.0004447983531726
0.0001381909355201231,0.0002460534536938,-0.0004888288595554
0.00012734440594433475,0.0002900701372576,-0.0005318472568705
0.00011642391603581364,0.0003334958984574,-0.0005737729328308
0.00010543637861983688,0.0003762436827302,-0.0006145339982
9.438873936078991e-05,0.0004182304276645,-0.0006540577429451
8.328797258466008e-05,0.0004593733535978,-0.0006922645962137
7.214107714724974e-05,0.0004995904036289,-0.0007290781484234
6.095507234644168e-05,0.0005388037064415,-0.0007644349617597
4.9736993876391735e-05,0.0005769385824314,-0.0007982792437566
3.849388982115537e-05,0.0006139219678118,-0.0008305444297165
2.7232816684979205e-05,0.0006496836901282,-0.0008611527870131
