nc,md,U,d,m,L,H,Nt,Dt,tf,ymax,time,y/d
1,1,0.9,0.025,1.57,1,500,18015,0.0004,7.206,7.68195e-08,0.0855999999999997,-2.4632237480699786e-07
1,1,0.9,0.025,1.57,1,500,18015,0.0004,7.206,7.68195e-08,0.0859999999999997,-2.5173880862419787e-07
1,1,0.9,0.025,1.57,1,500,18015,0.0004,7.206,7.68195e-08,0.0863999999999997,-2.5707350909188686e-07
1,1,0.9,0.025,1.57,1,500,18015,0.0004,7.206,7.68195e-08,0.0867999999999997,-2.623489027619383e-07
1,1,0.9,0.025,1.57,1,500,18015,0.0004,7.206,7.68195e-08,0.0871999999999997,-2.6754960046857197e-07
1,1,0.9,0.025,1.57,1,500,18015,0.0004,7.206,7.68195e-08,0.08759999999999969,-2.7277109822907835e-07
1,1,0.9,0.025,1.57,1,500,18015,0.0004,7.206,7.68195e-08,0.08799999999999969,-2.7793114864942284e-07
1,1,0.9,0.025,1.57,1,500,18015,0.0004,7.206,7.68195e-08,0.08839999999999969,-2.8314136881983193e-07
1,1,0.9,0.025,1.57,1,500,18015,0.0004,7.206,7.68195e-08,0.08879999999999968,-2.8842194866159113e-07
1,1,0.9,0.025,1.57,1,500,18015,0.0004,7.206,7.68195e-08,0.08919999999999968,-2.9367563725322343e-07
1,1,0.9,0.025,1.57,1,500,18015,0.0004,7.206,7.68195e-08,0.08959999999999968,-2.989392513038989e-07
1,1,0.9,0.025,1.57,1,500,18015,0.0004,7.206,7.68195e-08,0.08999999999999968,-3.0413918293320285e-07
1,1,0.9,0.025,1.57,1,500,18015,0.0004,7.206,7.68195e-08,0.09039999999999968,-3.0924892412718407e-07
